Id,MathScore,ReadingScore,WritingScore
2172626,76.0,73.0,64.0
2172627,75.0,62.0,58.0
2172628,70.0,55.0,61.0
2172629,48.0,47.0,45.0
2172630,46.0,44.0,38.0
2172631,41.0,47.0,46.0
2172632,43.0,57.0,51.0
2172633,72.0,70.0,73.0
2172634,68.0,78.0,74.0
2172635,84.0,83.0,79.0
2172636,68.0,66.0,59.0
2172637,86.0,83.0,76.0
2172638,52.0,48.0,51.0
2172639,75.0,89.0,80.0
2172640,75.0,84.0,
2172641,80.0,78.0,74.0
2172642,49.0,57.0,58.0
2172643,89.0,92.0,83.0
2172644,71.0,76.0,78.0
2172645,72.0,68.0,70.0
2172646,63.0,61.0,56.0
2172647,68.0,,68.0
2172648,59.0,,73.0
2172649,65.0,57.0,59.0
2172650,66.0,56.0,51.0
2172651,52.0,63.0,58.0
2172652,60.0,57.0,64.0
2172653,83.0,90.0,99.0
2172654,,70.0,67.0
2172655,85.0,76.0,73.0
2172656,,77.0,69.0
2172657,63.0,,75.0
2172658,74.0,72.0,66.0
2172659,59.0,61.0,58.0
2172660,66.0,73.0,
2172661,77.0,96.0,93.0
2172662,96.0,85.0,81.0
2172663,75.0,68.0,65.0
2172664,33.0,41.0,46.0
2172665,39.0,55.0,48.0
2172666,52.0,,64.0
2172667,85.0,89.0,86.0
2172668,70.0,64.0,62.0
2172669,56.0,61.0,61.0
2172670,66.0,82.0,81.0
2172671,46.0,60.0,60.0
2172672,87.0,100.0,99.0
2172673,54.0,42.0,40.0
2172674,58.0,63.0,69.0
2172675,69.0,69.0,77.0
2172676,65.0,75.0,69.0
2172677,38.0,39.0,39.0
2172678,82.0,94.0,94.0
2172679,69.0,67.0,64.0
2172680,,48.0,46.0
2172681,56.0,64.0,64.0
2172682,50.0,54.0,40.0
2172683,85.0,90.0,87.0
2172684,50.0,56.0,56.0
2172685,76.0,83.0,82.0
2172686,37.0,56.0,55.0
2172687,36.0,45.0,48.0
2172688,69.0,73.0,76.0
2172689,64.0,70.0,66.0
2172690,85.0,77.0,78.0
2172691,51.0,52.0,46.0
2172692,83.0,80.0,86.0
2172693,86.0,77.0,75.0
2172694,84.0,88.0,74.0
2172695,90.0,76.0,71.0
2172696,79.0,80.0,79.0
2172697,75.0,84.0,83.0
2172698,89.0,99.0,100.0
2172699,52.0,49.0,56.0
2172700,100.0,98.0,95.0
2172701,77.0,61.0,59.0
2172702,45.0,53.0,57.0
2172703,44.0,45.0,41.0
2172704,75.0,91.0,100.0
2172705,88.0,95.0,
2172706,51.0,62.0,56.0
2172707,67.0,70.0,67.0
2172708,88.0,80.0,76.0
2172709,43.0,65.0,60.0
2172710,89.0,82.0,83.0
2172711,45.0,70.0,
2172712,68.0,71.0,69.0
2172713,81.0,81.0,84.0
2172714,78.0,79.0,86.0
2172715,83.0,88.0,86.0
2172716,94.0,90.0,84.0
2172717,63.0,61.0,60.0
2172718,62.0,,60.0
2172719,80.0,73.0,72.0
2172720,52.0,67.0,56.0
2172721,52.0,59.0,62.0
2172722,46.0,51.0,50.0
2172723,66.0,69.0,67.0
2172724,48.0,41.0,39.0
2172725,63.0,61.0,50.0
2172726,33.0,38.0,37.0
2172727,53.0,52.0,53.0
2172728,45.0,50.0,52.0
2172729,65.0,60.0,56.0
2172730,77.0,83.0,77.0
2172731,60.0,71.0,80.0
2172732,62.0,57.0,59.0
2172733,59.0,79.0,72.0
2172734,65.0,64.0,66.0
2172735,24.0,36.0,32.0
2172736,68.0,61.0,60.0
2172737,88.0,88.0,
2172738,81.0,78.0,81.0
2172739,55.0,62.0,51.0
2172740,42.0,58.0,60.0
2172741,78.0,64.0,67.0
2172742,65.0,58.0,55.0
2172743,95.0,100.0,100.0
2172744,89.0,86.0,84.0
2172745,66.0,82.0,74.0
2172746,32.0,38.0,36.0
2172747,41.0,63.0,66.0
2172748,64.0,64.0,59.0
2172749,61.0,69.0,67.0
2172750,51.0,57.0,51.0
2172751,61.0,47.0,46.0
2172752,59.0,62.0,56.0
2172753,64.0,67.0,68.0
2172754,66.0,69.0,65.0
2172755,,78.0,82.0
2172756,67.0,66.0,65.0
2172757,52.0,67.0,68.0
2172758,49.0,49.0,38.0
2172759,81.0,81.0,81.0
2172760,53.0,63.0,64.0
2172761,71.0,97.0,97.0
2172762,47.0,41.0,36.0
2172763,84.0,100.0,97.0
2172764,66.0,,64.0
2172765,74.0,77.0,70.0
2172766,70.0,74.0,74.0
2172767,19.0,41.0,34.0
2172768,27.0,,38.0
2172769,80.0,82.0,91.0
2172770,58.0,73.0,71.0
2172771,63.0,61.0,57.0
2172772,70.0,95.0,96.0
2172773,,59.0,57.0
2172774,58.0,57.0,59.0
2172775,76.0,75.0,70.0
2172776,,85.0,82.0
2172777,79.0,94.0,100.0
2172778,92.0,90.0,84.0
2172779,81.0,75.0,68.0
2172780,66.0,,68.0
2172781,64.0,59.0,61.0
2172782,64.0,70.0,71.0
2172783,78.0,80.0,81.0
2172784,,67.0,
2172785,41.0,46.0,41.0
2172786,68.0,79.0,81.0
2172787,95.0,95.0,92.0
2172788,33.0,46.0,46.0
2172789,46.0,59.0,59.0
2172790,69.0,58.0,60.0
2172791,83.0,81.0,83.0
2172792,68.0,67.0,75.0
2172793,67.0,74.0,75.0
2172794,66.0,65.0,62.0
2172795,66.0,73.0,70.0
2172796,60.0,,70.0
2172797,88.0,85.0,89.0
2172798,63.0,73.0,67.0
2172799,65.0,64.0,64.0
2172800,67.0,68.0,70.0
2172801,57.0,60.0,57.0
2172802,47.0,50.0,50.0
2172803,49.0,62.0,59.0
2172804,78.0,70.0,71.0
2172805,60.0,72.0,70.0
2172806,68.0,79.0,74.0
2172807,51.0,55.0,57.0
2172808,64.0,76.0,75.0
2172809,46.0,64.0,57.0
2172810,64.0,59.0,53.0
2172811,58.0,76.0,69.0
2172812,88.0,99.0,92.0
2172813,56.0,66.0,63.0
2172814,81.0,76.0,83.0
2172815,69.0,77.0,77.0
2172816,54.0,70.0,68.0
2172817,52.0,,57.0
2172818,78.0,82.0,83.0
2172819,74.0,66.0,59.0
2172820,56.0,58.0,59.0
2172821,49.0,63.0,59.0
2172822,91.0,79.0,77.0
2172823,56.0,58.0,58.0
2172824,60.0,73.0,66.0
2172825,92.0,98.0,
2172826,68.0,65.0,62.0
2172827,73.0,90.0,88.0
2172828,53.0,44.0,49.0
2172829,54.0,55.0,50.0
2172830,70.0,70.0,76.0
2172831,77.0,,66.0
2172832,70.0,61.0,61.0
2172833,69.0,81.0,86.0
2172834,43.0,48.0,50.0
2172835,49.0,63.0,62.0
2172836,88.0,100.0,100.0
2172837,85.0,82.0,77.0
2172838,85.0,85.0,80.0
2172839,65.0,64.0,57.0
2172840,48.0,59.0,62.0
2172841,65.0,71.0,66.0
2172842,,76.0,72.0
2172843,72.0,86.0,84.0
2172844,66.0,68.0,70.0
2172845,93.0,78.0,80.0
2172846,59.0,48.0,51.0
2172847,42.0,63.0,62.0
2172848,41.0,50.0,48.0
2172849,67.0,64.0,57.0
2172850,70.0,56.0,56.0
2172851,63.0,65.0,62.0
2172852,57.0,70.0,68.0
2172853,60.0,61.0,63.0
2172854,80.0,85.0,84.0
2172855,64.0,61.0,55.0
2172856,90.0,95.0,
2172857,94.0,86.0,88.0
2172858,63.0,67.0,67.0
2172859,51.0,41.0,41.0
2172860,55.0,72.0,76.0
2172861,37.0,48.0,55.0
2172862,68.0,61.0,60.0
2172863,71.0,77.0,
2172864,61.0,70.0,72.0
2172865,70.0,86.0,88.0
2172866,52.0,61.0,65.0
2172867,48.0,57.0,57.0
2172868,68.0,86.0,85.0
2172869,77.0,83.0,77.0
2172870,45.0,55.0,54.0
2172871,54.0,68.0,65.0
2172872,74.0,72.0,77.0
2172873,70.0,92.0,84.0
2172874,45.0,55.0,49.0
2172875,54.0,66.0,70.0
2172876,79.0,86.0,84.0
2172877,84.0,86.0,77.0
2172878,81.0,78.0,75.0
2172879,58.0,73.0,77.0
2172880,77.0,81.0,80.0
2172881,76.0,71.0,71.0
2172882,62.0,75.0,73.0
2172883,77.0,84.0,85.0
2172884,85.0,77.0,76.0
2172885,86.0,74.0,77.0
2172886,52.0,66.0,59.0
2172887,84.0,82.0,83.0
2172888,71.0,75.0,73.0
2172889,66.0,50.0,59.0
2172890,84.0,81.0,87.0
2172891,86.0,99.0,100.0
2172892,47.0,61.0,54.0
2172893,61.0,68.0,64.0
2172894,71.0,76.0,67.0
2172895,46.0,52.0,52.0
2172896,97.0,100.0,96.0
2172897,83.0,75.0,71.0
2172898,77.0,81.0,82.0
2172899,71.0,90.0,90.0
2172900,,76.0,77.0
2172901,62.0,63.0,61.0
2172902,73.0,75.0,83.0
2172903,52.0,57.0,52.0
2172904,54.0,55.0,63.0
2172905,68.0,66.0,61.0
2172906,42.0,50.0,48.0
2172907,36.0,50.0,41.0
2172908,72.0,72.0,67.0
2172909,57.0,63.0,55.0
2172910,72.0,87.0,88.0
2172911,60.0,76.0,74.0
2172912,82.0,80.0,85.0
2172913,77.0,90.0,91.0
2172914,,81.0,72.0
2172915,71.0,78.0,83.0
2172916,76.0,66.0,62.0
2172917,70.0,72.0,64.0
2172918,77.0,90.0,81.0
2172919,71.0,60.0,66.0
2172920,80.0,85.0,82.0
2172921,44.0,63.0,58.0
2172922,56.0,71.0,70.0
2172923,39.0,54.0,46.0
2172924,60.0,69.0,65.0
2172925,81.0,77.0,78.0
2172926,60.0,53.0,50.0
2172927,52.0,55.0,50.0
2172928,69.0,68.0,64.0
2172929,73.0,66.0,68.0
2172930,61.0,62.0,57.0
2172931,32.0,32.0,35.0
2172932,61.0,70.0,68.0
2172933,64.0,60.0,59.0
2172934,73.0,84.0,78.0
2172935,63.0,65.0,61.0
2172936,51.0,60.0,55.0
2172937,83.0,92.0,91.0
2172938,73.0,63.0,69.0
2172939,59.0,65.0,68.0
2172940,71.0,64.0,64.0
2172941,33.0,53.0,55.0
2172942,76.0,75.0,80.0
2172943,65.0,65.0,68.0
2172944,59.0,55.0,55.0
2172945,78.0,80.0,74.0
2172946,89.0,100.0,100.0
2172947,49.0,61.0,59.0
2172948,75.0,64.0,69.0
2172949,73.0,84.0,86.0
2172950,17.0,22.0,15.0
2172951,75.0,74.0,68.0
2172952,61.0,50.0,49.0
2172953,65.0,75.0,78.0
2172954,61.0,73.0,77.0
2172955,80.0,78.0,78.0
2172956,87.0,79.0,80.0
2172957,66.0,72.0,72.0
2172958,64.0,65.0,72.0
2172959,71.0,70.0,66.0
2172960,82.0,86.0,82.0
2172961,30.0,46.0,45.0
2172962,64.0,56.0,61.0
2172963,53.0,52.0,48.0
2172964,86.0,67.0,65.0
2172965,96.0,93.0,98.0
2172966,69.0,73.0,75.0
2172967,88.0,90.0,89.0
2172968,67.0,62.0,62.0
2172969,72.0,74.0,76.0
2172970,63.0,69.0,69.0
2172971,64.0,61.0,59.0
2172972,70.0,64.0,61.0
2172973,,77.0,80.0
2172974,73.0,63.0,60.0
2172975,44.0,52.0,56.0
2172976,75.0,73.0,76.0
2172977,68.0,60.0,58.0
2172978,79.0,85.0,81.0
2172979,44.0,49.0,45.0
2172980,68.0,64.0,72.0
2172981,63.0,65.0,65.0
2172982,70.0,70.0,70.0
2172983,91.0,98.0,100.0
2172984,46.0,44.0,52.0
2172985,79.0,69.0,65.0
2172986,54.0,62.0,55.0
2172987,,97.0,99.0
2172988,70.0,76.0,80.0
2172989,66.0,64.0,58.0
2172990,55.0,63.0,60.0
2172991,43.0,57.0,53.0
2172992,66.0,68.0,66.0
2172993,65.0,67.0,63.0
2172994,68.0,74.0,71.0
2172995,64.0,60.0,59.0
2172996,63.0,61.0,57.0
2172997,84.0,83.0,85.0
2172998,78.0,78.0,78.0
2172999,74.0,77.0,85.0
2173000,67.0,57.0,57.0
2173001,,68.0,71.0
2173002,79.0,83.0,83.0
2173003,56.0,64.0,61.0
2173004,87.0,74.0,75.0
2173005,75.0,64.0,68.0
2173006,36.0,50.0,39.0
2173007,64.0,77.0,77.0
2173008,60.0,61.0,57.0
2173009,74.0,56.0,62.0
2173010,66.0,85.0,86.0
2173011,58.0,53.0,56.0
2173012,47.0,41.0,38.0
2173013,34.0,49.0,53.0
2173014,73.0,68.0,70.0
2173015,60.0,75.0,74.0
2173016,65.0,77.0,78.0
2173017,58.0,73.0,67.0
2173018,33.0,46.0,47.0
2173019,40.0,49.0,51.0
2173020,59.0,51.0,55.0
2173021,70.0,56.0,52.0
2173022,57.0,52.0,59.0
2173023,34.0,52.0,44.0
2173024,90.0,92.0,92.0
2173025,83.0,86.0,77.0
2173026,82.0,80.0,85.0
2173027,79.0,96.0,99.0
2173028,49.0,55.0,60.0
2173029,82.0,73.0,70.0
2173030,60.0,42.0,44.0
2173031,49.0,56.0,58.0
2173032,67.0,81.0,80.0
2173033,,76.0,70.0
2173034,51.0,58.0,61.0
2173035,75.0,80.0,86.0
2173036,32.0,37.0,28.0
2173037,73.0,71.0,69.0
2173038,48.0,,
2173039,71.0,88.0,83.0
2173040,50.0,42.0,41.0
2173041,67.0,72.0,71.0
2173042,58.0,77.0,75.0
2173043,71.0,77.0,82.0
2173044,59.0,50.0,47.0
2173045,90.0,83.0,74.0
2173046,65.0,78.0,78.0
2173047,49.0,61.0,60.0
2173048,74.0,54.0,54.0
2173049,47.0,54.0,55.0
2173050,,65.0,61.0
2173051,74.0,64.0,66.0
2173052,72.0,84.0,81.0
2173053,84.0,91.0,89.0
2173054,,62.0,65.0
2173055,47.0,62.0,62.0
2173056,57.0,74.0,72.0
2173057,77.0,68.0,64.0
2173058,46.0,49.0,49.0
2173059,70.0,64.0,62.0
2173060,60.0,66.0,60.0
2173061,59.0,76.0,73.0
2173062,68.0,78.0,76.0
2173063,76.0,87.0,83.0
2173064,77.0,77.0,70.0
2173065,67.0,59.0,55.0
2173066,69.0,57.0,54.0
2173067,89.0,82.0,84.0
2173068,78.0,76.0,76.0
2173069,82.0,90.0,91.0
2173070,21.0,40.0,30.0
2173071,60.0,63.0,71.0
2173072,45.0,62.0,56.0
2173073,61.0,49.0,35.0
2173074,64.0,69.0,65.0
2173075,62.0,79.0,68.0
2173076,74.0,82.0,81.0
2173077,99.0,100.0,96.0
2173078,55.0,53.0,58.0
2173079,39.0,51.0,54.0
2173080,62.0,66.0,68.0
2173081,75.0,74.0,74.0
2173082,51.0,63.0,66.0
2173083,59.0,,68.0
2173084,89.0,100.0,100.0
2173085,81.0,86.0,88.0
2173086,62.0,59.0,62.0
2173087,42.0,52.0,57.0
2173088,50.0,57.0,48.0
2173089,49.0,43.0,36.0
2173090,78.0,84.0,74.0
2173091,78.0,77.0,72.0
2173092,64.0,67.0,69.0
2173093,89.0,93.0,84.0
2173094,85.0,74.0,79.0
2173095,97.0,91.0,86.0
2173096,54.0,65.0,67.0
2173097,75.0,75.0,76.0
2173098,73.0,68.0,75.0
2173099,84.0,85.0,84.0
2173100,55.0,46.0,46.0
2173101,79.0,95.0,94.0
2173102,72.0,86.0,82.0
2173103,59.0,63.0,58.0
2173104,58.0,70.0,66.0
2173105,72.0,64.0,65.0
2173106,58.0,77.0,82.0
2173107,68.0,66.0,70.0
2173108,72.0,67.0,70.0
2173109,57.0,49.0,54.0
2173110,38.0,53.0,45.0
2173111,79.0,83.0,89.0
2173112,65.0,75.0,76.0
2173113,60.0,80.0,74.0
2173114,64.0,75.0,76.0
2173115,87.0,88.0,82.0
2173116,92.0,89.0,97.0
2173117,56.0,68.0,60.0
2173118,89.0,90.0,91.0
2173119,86.0,71.0,70.0
2173120,73.0,73.0,78.0
2173121,100.0,97.0,93.0
2173122,87.0,68.0,66.0
2173123,44.0,42.0,46.0
2173124,61.0,51.0,48.0
2173125,59.0,56.0,54.0
2173126,47.0,44.0,41.0
2173127,71.0,88.0,81.0
2173128,39.0,46.0,40.0
2173129,88.0,95.0,95.0
2173130,64.0,72.0,71.0
2173131,73.0,80.0,77.0
2173132,72.0,78.0,86.0
2173133,49.0,55.0,50.0
2173134,64.0,61.0,57.0
2173135,51.0,59.0,56.0
2173136,69.0,60.0,67.0
2173137,91.0,76.0,79.0
2173138,40.0,,47.0
2173139,71.0,88.0,93.0
2173140,56.0,58.0,62.0
2173141,55.0,,73.0
2173142,66.0,66.0,59.0
2173143,62.0,74.0,78.0
2173144,70.0,66.0,64.0
2173145,76.0,86.0,92.0
2173146,79.0,82.0,80.0
2173147,58.0,70.0,72.0
2173148,54.0,50.0,45.0
2173149,91.0,87.0,90.0
2173150,31.0,51.0,48.0
2173151,49.0,45.0,41.0
2173152,66.0,70.0,79.0
2173153,69.0,54.0,57.0
2173154,66.0,75.0,64.0
2173155,87.0,,91.0
2173156,45.0,61.0,59.0
2173157,57.0,59.0,55.0
2173158,81.0,94.0,89.0
2173159,69.0,65.0,71.0
2173160,60.0,60.0,54.0
2173161,76.0,80.0,86.0
2173162,92.0,93.0,97.0
2173163,44.0,61.0,62.0
2173164,89.0,96.0,
2173165,59.0,69.0,60.0
2173166,70.0,81.0,82.0
2173167,67.0,82.0,89.0
2173168,72.0,74.0,78.0
2173169,83.0,74.0,76.0
2173170,75.0,77.0,79.0
2173171,83.0,88.0,86.0
2173172,45.0,52.0,48.0
2173173,86.0,93.0,92.0
2173174,47.0,71.0,65.0
2173175,59.0,52.0,58.0
2173176,76.0,85.0,76.0
2173177,46.0,64.0,61.0
2173178,33.0,34.0,27.0
2173179,69.0,65.0,67.0
2173180,73.0,63.0,64.0
2173181,47.0,50.0,49.0
2173182,36.0,59.0,61.0
2173183,74.0,55.0,54.0
2173184,37.0,45.0,46.0
2173185,56.0,59.0,47.0
2173186,46.0,,49.0
2173187,64.0,61.0,60.0
2173188,68.0,80.0,
2173189,81.0,72.0,72.0
2173190,56.0,63.0,59.0
2173191,80.0,85.0,80.0
2173192,66.0,74.0,67.0
2173193,70.0,68.0,61.0
2173194,59.0,52.0,49.0
2173195,100.0,94.0,91.0
2173196,68.0,70.0,67.0
2173197,64.0,60.0,63.0
2173198,43.0,30.0,28.0
2173199,91.0,79.0,77.0
2173200,80.0,95.0,92.0
2173201,,98.0,96.0
2173202,,50.0,45.0
2173203,58.0,66.0,66.0
2173204,85.0,78.0,
2173205,46.0,54.0,56.0
2173206,,85.0,86.0
2173207,88.0,81.0,86.0
2173208,82.0,86.0,88.0
2173209,61.0,80.0,76.0
2173210,71.0,85.0,83.0
2173211,81.0,97.0,97.0
2173212,62.0,57.0,61.0
2173213,87.0,92.0,93.0
2173214,69.0,69.0,74.0
2173215,65.0,84.0,86.0
2173216,71.0,83.0,86.0
2173217,69.0,,67.0
2173218,69.0,57.0,62.0
2173219,89.0,94.0,
2173220,74.0,64.0,60.0
2173221,68.0,77.0,78.0
2173222,75.0,65.0,62.0
2173223,58.0,64.0,66.0
2173224,75.0,65.0,65.0
2173225,76.0,86.0,80.0
2173226,38.0,50.0,50.0
2173227,50.0,53.0,43.0
2173228,93.0,86.0,84.0
2173229,64.0,51.0,57.0
2173230,60.0,65.0,67.0
2173231,63.0,59.0,57.0
2173232,75.0,83.0,
2173233,71.0,63.0,65.0
2173234,77.0,92.0,91.0
2173235,56.0,50.0,54.0
2173236,,35.0,31.0
2173237,82.0,88.0,89.0
2173238,64.0,82.0,75.0
2173239,66.0,66.0,61.0
2173240,50.0,40.0,42.0
2173241,51.0,49.0,49.0
2173242,49.0,56.0,45.0
2173243,81.0,79.0,82.0
2173244,72.0,63.0,67.0
2173245,69.0,94.0,84.0
2173246,76.0,72.0,68.0
2173247,94.0,88.0,82.0
2173248,64.0,68.0,67.0
2173249,94.0,88.0,85.0
2173250,92.0,95.0,87.0
2173251,42.0,50.0,44.0
2173252,71.0,82.0,76.0
2173253,89.0,99.0,95.0
2173254,76.0,,87.0
2173255,59.0,58.0,
2173256,68.0,81.0,80.0
2173257,95.0,88.0,77.0
2173258,64.0,76.0,75.0
2173259,67.0,89.0,82.0
2173260,62.0,52.0,50.0
2173261,42.0,45.0,43.0
2173262,71.0,89.0,87.0
2173263,61.0,,71.0
2173264,57.0,59.0,52.0
2173265,85.0,79.0,77.0
2173266,60.0,71.0,69.0
2173267,53.0,54.0,62.0
2173268,79.0,75.0,70.0
2173269,78.0,88.0,90.0
2173270,100.0,,95.0
2173271,69.0,73.0,80.0
2173272,79.0,85.0,80.0
2173273,78.0,88.0,88.0
2173274,100.0,97.0,100.0
2173275,69.0,,71.0
2173276,50.0,57.0,
2173277,84.0,93.0,99.0
2173278,67.0,70.0,71.0
2173279,59.0,59.0,58.0
2173280,69.0,56.0,58.0
2173281,61.0,68.0,61.0
2173282,61.0,60.0,58.0
2173283,64.0,57.0,54.0
2173284,42.0,54.0,44.0
2173285,85.0,75.0,71.0
2173286,77.0,64.0,61.0
2173287,75.0,80.0,76.0
2173288,88.0,85.0,85.0
2173289,61.0,64.0,60.0
2173290,60.0,60.0,60.0
2173291,70.0,72.0,67.0
2173292,64.0,61.0,66.0
2173293,97.0,87.0,83.0
2173294,83.0,91.0,85.0
2173295,80.0,74.0,69.0
2173296,88.0,84.0,78.0
2173297,55.0,68.0,61.0
2173298,58.0,42.0,48.0
2173299,47.0,58.0,58.0
2173300,,75.0,76.0
2173301,67.0,51.0,46.0
2173302,68.0,80.0,84.0
2173303,89.0,79.0,75.0
2173304,60.0,53.0,51.0
2173305,62.0,73.0,68.0
2173306,45.0,67.0,58.0
2173307,62.0,,75.0
2173308,79.0,,71.0
2173309,59.0,72.0,71.0
2173310,90.0,85.0,89.0
2173311,61.0,72.0,70.0
2173312,96.0,92.0,92.0
2173313,83.0,83.0,72.0
2173314,40.0,54.0,56.0
2173315,40.0,38.0,41.0
2173316,80.0,60.0,62.0
2173317,62.0,46.0,51.0
2173318,52.0,42.0,38.0
2173319,97.0,100.0,97.0
2173320,80.0,94.0,
2173321,57.0,54.0,60.0
2173322,91.0,96.0,90.0
2173323,50.0,52.0,49.0
2173324,69.0,76.0,78.0
2173325,89.0,84.0,85.0
2173326,65.0,64.0,61.0
2173327,60.0,71.0,65.0
2173328,48.0,60.0,56.0
2173329,64.0,54.0,50.0
2173330,48.0,52.0,55.0
2173331,81.0,90.0,85.0
2173332,46.0,50.0,42.0
2173333,88.0,97.0,93.0
2173334,79.0,88.0,84.0
2173335,64.0,60.0,60.0
2173336,57.0,54.0,51.0
2173337,68.0,78.0,77.0
2173338,69.0,69.0,65.0
2173339,71.0,68.0,73.0
2173340,86.0,78.0,78.0
2173341,65.0,72.0,66.0
2173342,67.0,67.0,73.0
2173343,,78.0,81.0
2173344,93.0,95.0,93.0
2173345,74.0,88.0,97.0
2173346,66.0,56.0,
2173347,67.0,75.0,66.0
2173348,56.0,48.0,53.0
2173349,50.0,63.0,64.0
2173350,49.0,40.0,44.0
2173351,90.0,100.0,97.0
2173352,84.0,81.0,76.0
2173353,39.0,37.0,32.0
2173354,64.0,76.0,69.0
2173355,88.0,95.0,94.0
2173356,68.0,65.0,63.0
2173357,44.0,39.0,31.0
2173358,68.0,73.0,67.0
2173359,42.0,47.0,52.0
2173360,42.0,60.0,53.0
2173361,83.0,85.0,84.0
2173362,23.0,35.0,35.0
2173363,40.0,57.0,53.0
2173364,56.0,61.0,52.0
2173365,60.0,73.0,72.0
2173366,68.0,56.0,52.0
2173367,34.0,46.0,44.0
2173368,92.0,80.0,81.0
2173369,81.0,88.0,95.0
2173370,80.0,83.0,84.0
2173371,94.0,80.0,81.0
2173372,75.0,,71.0
2173373,38.0,30.0,29.0
2173374,39.0,45.0,40.0
2173375,65.0,69.0,83.0
2173376,44.0,50.0,54.0
2173377,84.0,85.0,85.0
2173378,93.0,86.0,87.0
2173379,75.0,80.0,74.0
2173380,66.0,81.0,80.0
2173381,89.0,82.0,82.0
2173382,69.0,66.0,59.0
2173383,55.0,58.0,51.0
2173384,70.0,68.0,65.0
2173385,54.0,60.0,51.0
2173386,70.0,71.0,65.0
2173387,53.0,70.0,65.0
2173388,93.0,86.0,88.0
2173389,56.0,52.0,53.0
2173390,86.0,100.0,100.0
2173391,64.0,62.0,60.0
2173392,,81.0,78.0
2173393,64.0,81.0,88.0
2173394,61.0,63.0,60.0
2173395,80.0,74.0,75.0
2173396,58.0,72.0,67.0
2173397,80.0,76.0,66.0
2173398,40.0,42.0,41.0
2173399,100.0,91.0,86.0
2173400,75.0,76.0,69.0
2173401,67.0,73.0,76.0
2173402,86.0,86.0,85.0
2173403,57.0,50.0,58.0
2173404,43.0,49.0,48.0
2173405,62.0,68.0,57.0
2173406,65.0,55.0,47.0
2173407,50.0,43.0,47.0
2173408,68.0,75.0,74.0
2173409,65.0,73.0,83.0
2173410,68.0,64.0,63.0
2173411,51.0,57.0,55.0
2173412,81.0,81.0,86.0
2173413,49.0,58.0,54.0
2173414,45.0,57.0,55.0
2173415,78.0,85.0,91.0
2173416,81.0,83.0,89.0
2173417,62.0,62.0,68.0
2173418,61.0,81.0,81.0
2173419,58.0,60.0,59.0
2173420,75.0,73.0,70.0
2173421,90.0,76.0,79.0
2173422,93.0,84.0,79.0
2173423,61.0,49.0,49.0
2173424,89.0,93.0,88.0
2173425,74.0,73.0,67.0
2173426,100.0,,83.0
2173427,50.0,49.0,50.0
2173428,84.0,92.0,93.0
2173429,76.0,82.0,80.0
2173430,66.0,74.0,75.0
2173431,,59.0,58.0
2173432,93.0,95.0,97.0
2173433,27.0,45.0,40.0
2173434,69.0,68.0,67.0
2173435,86.0,89.0,90.0
2173436,100.0,97.0,98.0
2173437,89.0,92.0,87.0
2173438,,54.0,51.0
2173439,76.0,78.0,78.0
2173440,63.0,61.0,57.0
2173441,68.0,63.0,73.0
2173442,72.0,94.0,98.0
2173443,79.0,85.0,87.0
2173444,68.0,76.0,74.0
2173445,56.0,64.0,67.0
2173446,69.0,64.0,54.0
2173447,64.0,73.0,69.0
2173448,44.0,47.0,42.0
2173449,78.0,65.0,
2173450,86.0,79.0,86.0
2173451,47.0,41.0,35.0
2173452,81.0,75.0,74.0
2173453,55.0,67.0,67.0
2173454,65.0,73.0,80.0
2173455,52.0,54.0,48.0
2173456,99.0,100.0,100.0
2173457,55.0,67.0,69.0
2173458,83.0,89.0,81.0
2173459,54.0,57.0,59.0
2173460,74.0,75.0,66.0
2173461,44.0,31.0,31.0
2173462,51.0,,
2173463,87.0,89.0,97.0
2173464,85.0,84.0,84.0
2173465,63.0,55.0,55.0
2173466,74.0,86.0,90.0
2173467,81.0,88.0,90.0
2173468,66.0,58.0,59.0
2173469,54.0,65.0,63.0
2173470,65.0,63.0,66.0
2173471,70.0,84.0,82.0
2173472,79.0,75.0,77.0
2173473,33.0,45.0,47.0
2173474,40.0,54.0,49.0
2173475,78.0,68.0,70.0
2173476,54.0,71.0,
2173477,82.0,78.0,76.0
2173478,69.0,57.0,60.0
2173479,95.0,87.0,88.0
2173480,71.0,64.0,65.0
2173481,80.0,90.0,95.0
2173482,88.0,81.0,79.0
2173483,96.0,98.0,95.0
2173484,74.0,70.0,72.0
2173485,37.0,37.0,32.0
2173486,95.0,100.0,100.0
2173487,67.0,,58.0
2173488,89.0,81.0,80.0
2173489,87.0,93.0,89.0
2173490,72.0,67.0,67.0
2173491,31.0,43.0,43.0
2173492,70.0,67.0,61.0
2173493,84.0,71.0,66.0
2173494,76.0,93.0,92.0
2173495,79.0,63.0,63.0
2173496,56.0,72.0,69.0
2173497,51.0,68.0,71.0
2173498,89.0,96.0,93.0
2173499,68.0,56.0,55.0
2173500,85.0,91.0,83.0
2173501,63.0,61.0,59.0
2173502,50.0,56.0,57.0
2173503,98.0,88.0,84.0
2173504,49.0,59.0,53.0
2173505,79.0,82.0,86.0
2173506,81.0,75.0,71.0
2173507,64.0,90.0,80.0
2173508,77.0,78.0,78.0
2173509,79.0,73.0,74.0
2173510,60.0,61.0,61.0
2173511,65.0,62.0,58.0
2173512,84.0,85.0,83.0
