Id,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep
2179162,female,group C,some high school,free/reduced,none
2179163,male,group B,some college,free/reduced,completed
2179164,male,group D,associate's degree,free/reduced,completed
2179165,female,group C,some high school,free/reduced,completed
2179166,female,group D,associate's degree,standard,none
2179167,female,group D,some college,standard,completed
2179168,male,group D,some high school,standard,none
2179169,male,group A,some high school,standard,none
2179170,female,group C,some high school,standard,none
2179171,male,group D,some college,standard,none
2179172,male,group C,associate's degree,standard,completed
2179173,male,group B,high school,standard,completed
2179174,male,group C,bachelor's degree,standard,completed
2179175,female,group E,associate's degree,free/reduced,none
2179176,female,group D,some high school,standard,completed
2179177,male,group B,bachelor's degree,free/reduced,none
2179178,female,group B,some high school,free/reduced,completed
2179179,male,group D,some high school,standard,none
2179180,female,group C,bachelor's degree,standard,completed
2179181,male,group D,bachelor's degree,standard,completed
2179182,male,group A,some high school,free/reduced,none
2179183,female,group C,some college,standard,completed
2179184,male,group C,master's degree,free/reduced,none
2179185,female,group E,master's degree,standard,completed
2179186,female,group D,associate's degree,standard,completed
2179187,male,group B,some high school,standard,completed
2179188,male,group E,high school,standard,none
2179189,male,group E,high school,standard,none
2179190,female,group B,bachelor's degree,free/reduced,none
2179191,female,group C,some high school,free/reduced,completed
2179192,male,group C,high school,standard,completed
2179193,male,group E,some high school,free/reduced,none
2179194,female,group D,some high school,standard,none
2179195,female,group C,high school,standard,completed
2179196,female,group D,some high school,standard,completed
2179197,female,group A,some high school,standard,none
2179198,male,group C,bachelor's degree,standard,completed
2179199,female,group E,associate's degree,standard,completed
2179200,female,group B,some college,standard,completed
2179201,female,group D,associate's degree,free/reduced,none
2179202,female,group C,some college,standard,completed
2179203,male,group C,some college,free/reduced,none
2179204,male,group B,high school,free/reduced,completed
2179205,male,group D,high school,standard,none
2179206,male,group E,some high school,standard,none
2179207,male,group B,bachelor's degree,standard,none
2179208,male,group C,associate's degree,standard,completed
2179209,female,group C,associate's degree,standard,none
2179210,male,group C,some high school,standard,none
2179211,female,group D,some high school,free/reduced,none
2179212,female,group A,associate's degree,free/reduced,completed
2179213,female,group D,some college,standard,none
2179214,female,group C,some high school,free/reduced,completed
2179215,male,group C,some college,standard,completed
2179216,female,group D,high school,standard,none
2179217,female,group B,bachelor's degree,standard,completed
2179218,male,group C,some high school,free/reduced,completed
2179219,male,group D,some college,standard,completed
2179220,female,group E,some high school,free/reduced,completed
2179221,female,group D,high school,standard,none
2179222,female,group D,master's degree,free/reduced,none
2179223,male,group D,high school,standard,none
2179224,female,group B,some college,free/reduced,none
2179225,male,group C,associate's degree,free/reduced,none
2179226,male,group D,some high school,standard,none
2179227,male,group A,some college,standard,none
2179228,male,group E,high school,free/reduced,completed
2179229,female,group D,bachelor's degree,standard,completed
2179230,female,group D,bachelor's degree,standard,none
2179231,female,group B,associate's degree,free/reduced,none
2179232,male,group C,associate's degree,standard,completed
2179233,male,group A,associate's degree,standard,none
2179234,male,group C,some high school,standard,completed
2179235,female,group C,some high school,free/reduced,none
2179236,male,group C,high school,free/reduced,completed
2179237,male,group C,associate's degree,standard,none
2179238,female,group C,some college,standard,completed
2179239,male,group C,high school,standard,none
2179240,male,group C,master's degree,free/reduced,none
2179241,male,group C,some college,standard,none
2179242,male,group B,some college,standard,none
2179243,male,group C,some college,free/reduced,none
2179244,male,group C,high school,standard,none
2179245,male,group C,associate's degree,free/reduced,none
2179246,female,group B,master's degree,standard,none
2179247,male,group C,some college,free/reduced,completed
2179248,male,group C,high school,standard,none
2179249,female,group C,some college,free/reduced,none
2179250,female,group D,some college,standard,none
2179251,female,group C,high school,standard,none
2179252,female,group C,bachelor's degree,free/reduced,none
2179253,male,group C,associate's degree,standard,completed
2179254,female,group C,high school,standard,completed
2179255,male,group E,some high school,standard,completed
2179256,male,group E,associate's degree,standard,none
2179257,female,group C,associate's degree,free/reduced,none
2179258,male,group B,some college,standard,none
2179259,male,group E,some college,free/reduced,none
2179260,male,group B,some high school,standard,completed
2179261,male,group D,associate's degree,free/reduced,none
2179262,male,group D,some high school,free/reduced,none
2179263,female,group D,some high school,standard,none
2179264,male,group C,high school,standard,none
2179265,female,group C,some college,free/reduced,completed
2179266,male,group C,associate's degree,standard,none
2179267,female,group D,some college,standard,none
2179268,female,group D,associate's degree,free/reduced,none
2179269,female,group C,some college,standard,completed
2179270,female,group C,some high school,free/reduced,none
2179271,female,group C,associate's degree,standard,none
2179272,male,group B,bachelor's degree,free/reduced,completed
2179273,male,group C,associate's degree,free/reduced,none
2179274,female,group C,associate's degree,standard,none
2179275,female,group D,bachelor's degree,standard,none
2179276,female,group C,associate's degree,standard,none
2179277,female,group C,associate's degree,free/reduced,completed
2179278,male,group E,associate's degree,free/reduced,none
2179279,female,group E,some high school,standard,none
2179280,male,group D,high school,standard,none
2179281,female,group B,high school,standard,none
2179282,male,group C,some college,standard,none
2179283,female,group C,high school,standard,none
2179284,male,group C,associate's degree,standard,none
2179285,male,group C,high school,free/reduced,completed
2179286,female,group D,associate's degree,free/reduced,none
2179287,female,group E,bachelor's degree,free/reduced,none
2179288,male,group C,some college,free/reduced,completed
2179289,male,group D,bachelor's degree,standard,none
2179290,female,group D,high school,standard,none
2179291,male,group E,some high school,standard,completed
2179292,male,group D,some college,free/reduced,none
2179293,female,group B,associate's degree,standard,none
2179294,male,group B,some high school,standard,none
2179295,male,group C,some high school,standard,none
2179296,male,group C,high school,standard,completed
2179297,male,group C,master's degree,standard,none
2179298,female,group B,master's degree,standard,completed
2179299,male,group D,high school,standard,none
2179300,female,group E,high school,standard,completed
2179301,female,group D,some high school,standard,none
2179302,male,group D,high school,free/reduced,none
2179303,female,group D,high school,standard,none
2179304,female,group C,some high school,standard,completed
2179305,male,group A,some college,standard,none
2179306,male,group B,some college,free/reduced,none
2179307,female,group A,some high school,standard,none
2179308,male,group B,master's degree,free/reduced,completed
2179309,male,group A,some high school,standard,none
2179310,male,group C,some college,standard,none
2179311,male,group D,associate's degree,standard,none
2179312,male,group E,some college,standard,none
2179313,male,group C,bachelor's degree,free/reduced,none
2179314,female,group C,some high school,standard,none
2179315,female,group B,some high school,free/reduced,none
2179316,male,group C,some high school,standard,completed
2179317,female,group B,bachelor's degree,standard,none
2179318,female,group B,some high school,free/reduced,none
2179319,male,group B,some high school,free/reduced,none
2179320,female,group C,some high school,standard,completed
2179321,female,group C,high school,free/reduced,none
2179322,female,group B,some high school,standard,none
2179323,female,group B,some college,standard,none
2179324,female,group C,some college,standard,completed
2179325,male,group D,some high school,standard,none
2179326,female,group B,high school,standard,completed
2179327,male,group B,bachelor's degree,standard,none
2179328,female,group C,some college,standard,completed
2179329,female,group B,high school,free/reduced,completed
2179330,female,group D,some high school,standard,none
2179331,female,group C,associate's degree,free/reduced,completed
2179332,female,group B,some high school,standard,completed
2179333,male,group B,some college,standard,completed
2179334,male,group D,associate's degree,free/reduced,completed
2179335,female,group B,associate's degree,standard,none
2179336,female,group A,some high school,free/reduced,completed
2179337,male,group E,some college,standard,none
2179338,female,group A,associate's degree,free/reduced,none
2179339,female,group E,some high school,standard,none
2179340,female,group C,some college,free/reduced,completed
2179341,female,group D,associate's degree,standard,none
2179342,female,group D,high school,standard,completed
2179343,female,group C,some college,free/reduced,none
2179344,female,group C,some high school,free/reduced,completed
2179345,female,group E,high school,free/reduced,none
2179346,male,group C,some high school,standard,completed
2179347,female,group C,some high school,standard,completed
2179348,female,group C,some college,standard,completed
2179349,female,group A,master's degree,standard,none
2179350,male,group C,some high school,free/reduced,none
2179351,male,group B,some college,free/reduced,none
2179352,male,group D,master's degree,free/reduced,none
2179353,female,group B,some high school,standard,none
2179354,female,group B,high school,standard,none
2179355,female,group C,associate's degree,standard,none
2179356,male,group D,some high school,free/reduced,none
2179357,female,group A,high school,free/reduced,completed
2179358,male,group A,high school,standard,completed
2179359,female,group C,some college,free/reduced,completed
2179360,male,group D,master's degree,standard,none
2179361,male,group E,some college,free/reduced,none
2179362,female,group B,high school,standard,completed
2179363,female,group C,some college,standard,none
2179364,female,group D,high school,standard,none
2179365,male,group C,master's degree,standard,none
2179366,female,group B,some college,standard,none
2179367,female,group C,some high school,free/reduced,none
2179368,male,group E,some college,free/reduced,none
2179369,male,group A,some college,free/reduced,completed
2179370,male,group C,some college,standard,none
2179371,female,group E,high school,standard,completed
2179372,female,group D,master's degree,free/reduced,completed
2179373,male,group C,some high school,standard,none
2179374,female,group B,master's degree,standard,completed
2179375,male,group C,some high school,free/reduced,none
2179376,female,group D,high school,standard,none
2179377,male,group B,associate's degree,free/reduced,none
2179378,female,group D,some high school,standard,none
2179379,male,group C,high school,free/reduced,none
2179380,female,group E,some high school,standard,none
2179381,male,group C,associate's degree,free/reduced,none
2179382,female,group D,high school,free/reduced,completed
2179383,female,group D,some college,standard,none
2179384,male,group E,some college,standard,none
2179385,male,group B,associate's degree,standard,completed
2179386,male,group C,some college,standard,none
2179387,female,group E,some high school,free/reduced,none
2179388,female,group D,some high school,standard,none
2179389,male,group D,associate's degree,standard,none
2179390,male,group C,some college,free/reduced,completed
2179391,female,group D,some college,free/reduced,completed
2179392,male,group B,high school,standard,none
2179393,male,group C,bachelor's degree,free/reduced,none
2179394,female,group E,some college,standard,completed
2179395,male,group C,master's degree,standard,none
2179396,female,group B,associate's degree,standard,completed
2179397,female,group B,some college,standard,none
2179398,female,group D,associate's degree,standard,none
2179399,male,group C,some college,free/reduced,none
2179400,male,group C,some high school,standard,none
2179401,male,group C,associate's degree,free/reduced,none
2179402,male,group C,associate's degree,standard,none
2179403,male,group B,master's degree,free/reduced,none
2179404,male,group D,some college,standard,none
2179405,male,group E,some college,standard,completed
2179406,male,group C,some college,standard,none
2179407,male,group C,some college,free/reduced,none
2179408,female,group B,some high school,standard,none
2179409,female,group C,bachelor's degree,standard,none
2179410,male,group C,some college,standard,none
2179411,female,group C,high school,standard,none
2179412,male,group C,high school,standard,none
2179413,female,group B,some high school,free/reduced,none
2179414,male,group D,some high school,standard,none
2179415,female,group D,associate's degree,free/reduced,none
2179416,female,group C,associate's degree,free/reduced,completed
2179417,female,group C,high school,standard,completed
2179418,male,group A,high school,free/reduced,completed
2179419,female,group D,some college,free/reduced,completed
2179420,female,group C,some high school,standard,completed
2179421,male,group D,some college,free/reduced,none
2179422,female,group D,some college,standard,none
2179423,female,group E,bachelor's degree,standard,completed
2179424,female,group B,some college,standard,none
2179425,male,group B,some high school,standard,none
2179426,male,group C,some college,standard,none
2179427,male,group C,some college,free/reduced,none
2179428,female,group C,high school,free/reduced,completed
2179429,female,group B,some college,free/reduced,completed
2179430,female,group B,some college,standard,none
2179431,male,group A,high school,free/reduced,none
2179432,male,group B,associate's degree,standard,none
2179433,male,group B,associate's degree,standard,none
2179434,male,group C,some college,standard,none
2179435,female,group A,high school,free/reduced,none
2179436,female,group D,master's degree,free/reduced,none
2179437,female,group B,some college,free/reduced,none
2179438,female,group D,high school,standard,none
2179439,male,group D,high school,standard,completed
2179440,female,group C,associate's degree,standard,completed
2179441,female,group C,some high school,free/reduced,none
2179442,female,group D,high school,standard,none
2179443,male,group C,high school,standard,completed
2179444,female,group C,associate's degree,free/reduced,completed
2179445,male,group D,some high school,standard,completed
2179446,male,group D,some college,standard,none
2179447,female,group D,bachelor's degree,standard,none
2179448,female,group D,some high school,standard,none
2179449,female,group C,some college,standard,none
2179450,male,group A,high school,standard,completed
2179451,female,group B,some college,standard,none
2179452,female,group D,some high school,standard,completed
2179453,female,group C,associate's degree,standard,none
2179454,female,group B,high school,standard,completed
2179455,female,group A,some high school,free/reduced,none
2179456,female,group B,some college,free/reduced,none
2179457,female,group B,high school,standard,none
2179458,male,group B,some high school,standard,none
2179459,male,group B,some college,standard,none
2179460,female,group A,master's degree,standard,none
2179461,male,group D,some college,free/reduced,none
2179462,female,group D,associate's degree,standard,none
2179463,male,group E,some college,free/reduced,none
2179464,female,group D,associate's degree,free/reduced,none
2179465,female,group B,some high school,free/reduced,completed
2179466,male,group A,some college,standard,none
2179467,female,group A,high school,standard,none
2179468,female,group D,some high school,free/reduced,completed
2179469,male,group C,some college,standard,none
2179470,male,group E,high school,free/reduced,none
2179471,male,group D,bachelor's degree,free/reduced,none
2179472,female,group D,associate's degree,standard,none
2179473,female,group C,high school,standard,none
2179474,female,group E,some high school,free/reduced,completed
2179475,male,group D,some college,free/reduced,none
2179476,female,group C,some college,free/reduced,completed
2179477,male,group C,some college,standard,completed
2179478,female,group C,bachelor's degree,standard,completed
2179479,male,group D,high school,standard,completed
2179480,male,group C,bachelor's degree,standard,completed
2179481,female,group A,associate's degree,free/reduced,none
2179482,female,group C,some college,standard,none
2179483,male,group C,associate's degree,free/reduced,none
2179484,male,group C,high school,standard,none
2179485,female,group C,some high school,standard,none
2179486,female,group A,associate's degree,free/reduced,none
2179487,male,group C,bachelor's degree,standard,none
2179488,female,group D,some high school,free/reduced,completed
2179489,female,group C,some high school,standard,none
2179490,male,group C,some high school,standard,none
2179491,female,group C,some college,free/reduced,completed
2179492,male,group C,high school,standard,none
2179493,female,group B,some college,standard,none
2179494,female,group A,bachelor's degree,standard,none
2179495,female,group D,some college,standard,none
2179496,male,group D,associate's degree,standard,completed
2179497,male,group C,some college,standard,none
2179498,male,group D,some college,free/reduced,none
2179499,male,group C,associate's degree,standard,completed
2179500,male,group C,associate's degree,standard,completed
2179501,male,group C,associate's degree,free/reduced,none
2179502,female,group D,some college,free/reduced,completed
2179503,male,group B,some high school,standard,none
2179504,male,group B,some college,free/reduced,none
2179505,female,group C,bachelor's degree,free/reduced,none
2179506,male,group E,some college,standard,none
2179507,male,group B,high school,standard,none
2179508,male,group E,some high school,standard,none
2179509,female,group B,some college,standard,none
2179510,female,group D,associate's degree,standard,none
2179511,female,group E,some high school,standard,none
2179512,male,group A,associate's degree,standard,completed
2179513,female,group A,some high school,standard,completed
2179514,female,group C,some high school,standard,none
2179515,female,group B,some college,standard,none
2179516,female,group C,bachelor's degree,standard,none
2179517,male,group C,high school,free/reduced,completed
2179518,female,group C,some college,standard,none
2179519,female,group C,some college,free/reduced,completed
2179520,male,group D,high school,standard,none
2179521,male,group B,bachelor's degree,standard,none
2179522,male,group D,some high school,standard,none
2179523,female,group D,some high school,standard,none
2179524,female,group D,high school,standard,none
2179525,male,group B,associate's degree,standard,completed
2179526,male,group D,some college,standard,completed
2179527,male,group D,associate's degree,standard,completed
2179528,female,group C,bachelor's degree,standard,none
2179529,male,group C,some college,free/reduced,none
2179530,male,group C,master's degree,standard,completed
2179531,male,group B,high school,free/reduced,none
2179532,male,group E,associate's degree,standard,none
2179533,male,group B,associate's degree,free/reduced,completed
2179534,female,group D,some college,standard,completed
2179535,female,group C,some high school,free/reduced,none
2179536,female,group C,associate's degree,free/reduced,completed
2179537,male,group C,associate's degree,free/reduced,none
2179538,female,group E,high school,standard,none
2179539,female,group D,some college,free/reduced,completed
2179540,male,group D,bachelor's degree,free/reduced,none
2179541,female,group A,associate's degree,standard,none
2179542,male,group A,some college,standard,completed
2179543,female,group C,bachelor's degree,standard,none
2179544,female,group A,associate's degree,free/reduced,completed
2179545,male,group A,high school,standard,none
2179546,male,group D,bachelor's degree,free/reduced,none
2179547,male,group C,some high school,standard,completed
2179548,male,group B,some college,free/reduced,none
2179549,female,group D,some high school,standard,none
2179550,female,group C,associate's degree,standard,completed
2179551,male,group E,some college,free/reduced,none
2179552,female,group D,some college,standard,none
2179553,female,group D,high school,standard,none
2179554,female,group D,associate's degree,standard,none
2179555,female,group B,some high school,free/reduced,completed
2179556,female,group A,some college,standard,none
2179557,male,group D,high school,standard,none
2179558,female,group D,some college,standard,none
2179559,male,group C,some college,free/reduced,none
2179560,female,group E,bachelor's degree,free/reduced,none
2179561,female,group D,associate's degree,standard,none
2179562,male,group D,some college,standard,none
2179563,male,group A,some college,free/reduced,completed
2179564,female,group B,master's degree,standard,none
2179565,male,group C,some college,standard,none
2179566,male,group C,bachelor's degree,standard,none
2179567,female,group D,associate's degree,standard,none
2179568,female,group B,some college,standard,none
2179569,male,group C,high school,standard,completed
2179570,female,group D,high school,free/reduced,none
2179571,female,group E,some college,standard,none
2179572,female,group A,some high school,free/reduced,completed
2179573,male,group D,associate's degree,free/reduced,completed
2179574,female,group A,high school,standard,completed
2179575,male,group D,some college,free/reduced,none
2179576,female,group D,some high school,standard,completed
2179577,male,group C,some high school,free/reduced,none
2179578,female,group C,high school,standard,none
2179579,female,group B,some college,standard,completed
2179580,male,group E,some college,free/reduced,completed
2179581,female,group D,associate's degree,standard,none
2179582,female,group C,high school,standard,none
2179583,male,group D,associate's degree,standard,completed
2179584,female,group C,some college,free/reduced,none
2179585,female,group B,some college,free/reduced,completed
2179586,male,group D,some college,standard,none
2179587,female,group E,some high school,free/reduced,none
2179588,female,group E,high school,standard,none
2179589,female,group A,master's degree,standard,none
2179590,female,group C,some high school,standard,completed
2179591,female,group C,associate's degree,standard,none
2179592,female,group B,some college,free/reduced,none
2179593,male,group E,master's degree,standard,none
2179594,male,group B,high school,standard,completed
2179595,male,group A,some college,standard,none
2179596,male,group C,master's degree,free/reduced,none
2179597,female,group A,high school,free/reduced,completed
2179598,female,group C,high school,standard,none
2179599,male,group C,master's degree,free/reduced,none
2179600,male,group B,master's degree,free/reduced,none
2179601,male,group D,bachelor's degree,free/reduced,completed
2179602,female,group C,high school,standard,completed
2179603,female,group D,bachelor's degree,free/reduced,none
2179604,male,group D,some college,standard,completed
2179605,female,group C,master's degree,free/reduced,none
2179606,female,group D,bachelor's degree,free/reduced,none
2179607,male,group D,master's degree,standard,none
2179608,male,group D,master's degree,standard,none
2179609,female,group E,associate's degree,standard,completed
2179610,male,group C,some high school,standard,completed
2179611,female,group D,some college,standard,none
2179612,female,group C,associate's degree,free/reduced,completed
2179613,female,group C,high school,standard,none
2179614,male,group C,associate's degree,free/reduced,completed
2179615,male,group B,associate's degree,free/reduced,none
2179616,male,group C,some college,standard,completed
2179617,female,group B,some college,standard,completed
2179618,female,group D,some high school,free/reduced,none
2179619,female,group D,associate's degree,standard,none
2179620,male,group C,associate's degree,standard,none
2179621,male,group C,associate's degree,standard,none
2179622,female,group D,bachelor's degree,free/reduced,none
2179623,female,group D,some high school,free/reduced,completed
2179624,male,group C,some college,standard,completed
2179625,male,group D,some college,standard,none
2179626,male,group B,some college,free/reduced,none
2179627,male,group C,high school,free/reduced,none
2179628,male,group C,bachelor's degree,free/reduced,none
2179629,female,group E,associate's degree,standard,none
2179630,male,group D,some college,standard,none
2179631,female,group A,some high school,standard,completed
2179632,female,group C,some high school,free/reduced,none
2179633,female,group C,high school,standard,completed
2179634,female,group C,bachelor's degree,free/reduced,completed
2179635,female,group D,associate's degree,standard,completed
2179636,female,group E,some college,standard,none
2179637,male,group B,associate's degree,standard,completed
2179638,female,group A,associate's degree,standard,none
2179639,male,group C,associate's degree,standard,none
2179640,male,group C,some high school,free/reduced,none
2179641,male,group B,high school,free/reduced,completed
2179642,male,group B,bachelor's degree,standard,completed
2179643,female,group D,some college,standard,none
2179644,male,group B,associate's degree,standard,completed
2179645,female,group D,some college,free/reduced,none
2179646,female,group B,high school,standard,completed
2179647,female,group C,some high school,free/reduced,completed
2179648,male,group C,associate's degree,free/reduced,none
2179649,male,group C,bachelor's degree,standard,completed
2179650,female,group E,some high school,standard,none
2179651,female,group C,associate's degree,standard,completed
2179652,male,group D,some college,standard,none
2179653,female,group D,master's degree,standard,completed
2179654,female,group E,associate's degree,standard,completed
2179655,male,group B,some college,free/reduced,none
2179656,male,group D,high school,standard,none
2179657,female,group C,associate's degree,standard,none
2179658,female,group C,some high school,standard,completed
2179659,female,group E,some high school,standard,completed
2179660,male,group C,master's degree,standard,none
2179661,female,group D,bachelor's degree,standard,none
2179662,female,group E,high school,free/reduced,none
2179663,female,group B,high school,standard,none
2179664,female,group E,some college,standard,completed
2179665,male,group B,bachelor's degree,free/reduced,none
2179666,female,group E,master's degree,standard,none
2179667,female,group E,some college,standard,completed
2179668,male,group C,some college,standard,completed
2179669,female,group B,bachelor's degree,standard,none
2179670,female,group D,high school,standard,none
2179671,male,group D,some college,standard,completed
2179672,female,group C,some high school,free/reduced,completed
2179673,male,group B,high school,free/reduced,none
2179674,female,group B,associate's degree,standard,none
2179675,male,group B,associate's degree,free/reduced,none
2179676,female,group D,high school,free/reduced,none
2179677,female,group B,bachelor's degree,free/reduced,none
2179678,female,group E,some college,standard,none
2179679,female,group D,some high school,standard,completed
2179680,female,group C,some high school,standard,completed
2179681,male,group E,high school,standard,completed
2179682,male,group C,associate's degree,standard,completed
2179683,female,group D,some high school,standard,none
2179684,male,group D,some high school,standard,none
2179685,male,group E,associate's degree,standard,completed
2179686,male,group B,bachelor's degree,standard,none
2179687,female,group C,some college,standard,none
2179688,female,group C,associate's degree,free/reduced,none
2179689,female,group D,some college,standard,none
2179690,male,group D,some high school,standard,completed
2179691,female,group B,some high school,standard,none
2179692,male,group D,some high school,standard,none
2179693,female,group E,some college,standard,none
2179694,female,group B,some college,free/reduced,completed
2179695,female,group B,some high school,standard,none
2179696,male,group E,high school,standard,completed
2179697,female,group C,associate's degree,free/reduced,none
2179698,male,group A,associate's degree,standard,completed
2179699,male,group D,some high school,standard,completed
2179700,female,group B,some high school,standard,none
2179701,female,group C,high school,standard,none
2179702,female,group C,some high school,free/reduced,none
2179703,female,group D,some college,free/reduced,none
2179704,female,group D,associate's degree,free/reduced,completed
2179705,male,group C,high school,standard,none
2179706,male,group B,high school,standard,completed
2179707,male,group B,some high school,standard,completed
2179708,female,group D,some high school,standard,completed
2179709,male,group B,master's degree,free/reduced,completed
2179710,male,group A,some high school,free/reduced,none
2179711,female,group E,high school,standard,completed
2179712,male,group D,some high school,standard,none
2179713,male,group B,some college,standard,none
2179714,female,group E,master's degree,standard,none
2179715,male,group D,associate's degree,standard,completed
2179716,female,group C,bachelor's degree,standard,none
2179717,male,group C,some college,standard,completed
2179718,female,group C,associate's degree,free/reduced,none
2179719,male,group B,some college,standard,none
2179720,female,group D,some high school,standard,none
2179721,female,group B,some high school,free/reduced,none
2179722,male,group C,high school,free/reduced,none
2179723,male,group B,some college,standard,none
2179724,female,group A,high school,free/reduced,none
2179725,female,group C,bachelor's degree,free/reduced,none
2179726,female,group C,some high school,free/reduced,none
2179727,male,group D,some high school,standard,none
2179728,female,group B,associate's degree,standard,completed
2179729,female,group D,some college,standard,completed
2179730,male,group D,bachelor's degree,standard,none
2179731,male,group C,master's degree,standard,completed
2179732,female,group E,some college,free/reduced,none
2179733,male,group C,some high school,standard,completed
2179734,male,group E,high school,free/reduced,none
2179735,female,group D,some high school,standard,completed
2179736,female,group B,some college,standard,completed
2179737,female,group E,some high school,standard,none
2179738,male,group C,some high school,free/reduced,completed
2179739,female,group E,master's degree,free/reduced,none
2179740,male,group B,high school,standard,completed
2179741,female,group D,some high school,free/reduced,none
2179742,female,group D,master's degree,standard,completed
2179743,male,group D,associate's degree,free/reduced,none
2179744,female,group D,some college,free/reduced,completed
2179745,male,group C,high school,standard,none
2179746,female,group D,some high school,standard,completed
2179747,male,group D,master's degree,standard,completed
2179748,female,group C,some college,standard,none
2179749,female,group C,associate's degree,standard,none
2179750,female,group C,associate's degree,standard,none
2179751,female,group D,some college,free/reduced,none
2179752,male,group D,some high school,free/reduced,none
2179753,male,group B,some college,standard,none
2179754,male,group C,bachelor's degree,standard,none
2179755,female,group C,high school,standard,completed
2179756,female,group E,associate's degree,standard,none
2179757,male,group B,high school,standard,none
2179758,male,group A,some high school,free/reduced,completed
2179759,male,group D,master's degree,standard,none
2179760,male,group E,associate's degree,free/reduced,completed
2179761,female,group A,associate's degree,standard,none
2179762,male,group C,some high school,standard,none
2179763,male,group B,associate's degree,standard,none
2179764,male,group D,associate's degree,standard,completed
2179765,female,group C,some high school,standard,none
2179766,female,group C,some high school,standard,none
2179767,female,group C,high school,standard,none
2179768,male,group D,some college,standard,completed
2179769,male,group C,high school,standard,none
2179770,female,group A,associate's degree,standard,none
2179771,female,group B,some high school,standard,none
2179772,female,group B,high school,free/reduced,completed
2179773,male,group D,high school,standard,none
2179774,male,group D,some high school,standard,none
2179775,female,group D,master's degree,standard,none
2179776,male,group D,some college,free/reduced,none
2179777,male,group C,high school,standard,completed
2179778,male,group B,high school,standard,completed
2179779,female,group D,high school,standard,none
2179780,female,group C,some college,standard,none
2179781,female,group E,associate's degree,standard,none
2179782,female,group B,high school,free/reduced,none
2179783,female,group B,some college,standard,none
2179784,female,group C,associate's degree,standard,none
2179785,female,group C,some college,standard,completed
2179786,female,group A,associate's degree,standard,none
2179787,female,group B,some high school,free/reduced,completed
2179788,female,group C,master's degree,standard,none
2179789,male,group B,some college,free/reduced,completed
2179790,male,group D,associate's degree,free/reduced,none
2179791,female,group C,associate's degree,standard,completed
2179792,male,group C,some college,standard,none
2179793,male,group C,bachelor's degree,standard,completed
2179794,female,group C,high school,free/reduced,none
2179795,female,group A,some high school,free/reduced,completed
2179796,female,group D,some college,standard,none
2179797,female,group D,some high school,standard,none
2179798,female,group A,some college,standard,none
2179799,male,group B,bachelor's degree,free/reduced,none
2179800,female,group C,bachelor's degree,standard,none
2179801,male,group C,associate's degree,free/reduced,none
2179802,male,group D,some college,standard,none
2179803,female,group C,high school,standard,none
2179804,male,group C,master's degree,standard,completed
2179805,female,group C,some college,standard,completed
2179806,female,group C,some college,free/reduced,none
2179807,female,group C,master's degree,standard,none
2179808,male,group D,some college,standard,completed
2179809,female,group A,associate's degree,standard,completed
2179810,male,group C,high school,standard,none
2179811,male,group C,some college,standard,completed
2179812,male,group D,some college,free/reduced,none
2179813,male,group A,high school,standard,none
2179814,female,group A,master's degree,standard,none
2179815,male,group B,some college,standard,none
2179816,female,group D,high school,standard,none
2179817,male,group D,associate's degree,standard,completed
2179818,female,group D,some college,standard,none
2179819,female,group E,bachelor's degree,standard,none
2179820,male,group E,high school,standard,none
2179821,male,group B,some college,free/reduced,completed
2179822,male,group C,associate's degree,standard,none
2179823,female,group D,some college,standard,none
2179824,female,group D,some high school,standard,completed
2179825,male,group B,high school,standard,completed
2179826,female,group C,bachelor's degree,standard,none
2179827,male,group C,some college,free/reduced,none
2179828,female,group C,bachelor's degree,standard,completed
2179829,male,group E,associate's degree,standard,completed
2179830,male,group E,some high school,free/reduced,none
2179831,male,group E,some college,free/reduced,completed
2179832,female,group D,some college,free/reduced,completed
2179833,female,group B,master's degree,standard,none
2179834,male,group D,associate's degree,standard,completed
2179835,female,group D,high school,standard,none
2179836,male,group E,master's degree,standard,none
2179837,female,group D,some college,standard,none
2179838,female,group C,high school,standard,none
2179839,male,group D,some high school,free/reduced,none
2179840,female,group E,associate's degree,standard,none
2179841,male,group B,bachelor's degree,standard,none
2179842,male,group B,some high school,standard,completed
2179843,male,group D,associate's degree,free/reduced,none
2179844,male,group C,associate's degree,standard,none
2179845,male,group C,some college,standard,none
2179846,female,group C,some high school,standard,none
2179847,female,group D,high school,free/reduced,completed
2179848,female,group B,high school,free/reduced,none
2179849,female,group B,some high school,standard,completed
2179850,female,group D,associate's degree,free/reduced,none
2179851,male,group D,high school,standard,none
2179852,male,group D,associate's degree,standard,none
2179853,male,group D,master's degree,standard,none
2179854,male,group C,associate's degree,standard,completed
2179855,female,group D,associate's degree,standard,none
2179856,male,group C,some high school,free/reduced,none
2179857,female,group D,some college,standard,none
2179858,female,group E,associate's degree,standard,none
2179859,male,group A,some high school,free/reduced,none
2179860,female,group D,some high school,free/reduced,completed
2179861,female,group A,high school,standard,none
2179862,female,group B,associate's degree,standard,completed
2179863,male,group A,some high school,free/reduced,none
2179864,male,group B,bachelor's degree,standard,none
2179865,female,group C,some college,free/reduced,completed
2179866,male,group C,master's degree,standard,none
2179867,female,group C,associate's degree,free/reduced,completed
2179868,male,group D,associate's degree,standard,completed
