Id,housing_median_age,total_rooms,total_bedrooms
12608,9.0,2802.0,471.0
12609,6.0,1868.0,289.0
12610,,1972.0,352.0
12611,8.0,1003.0,167.0
12612,5.0,1585.0,247.0
12613,6.0,108.0,18.0
12614,13.0,270.0,42.0
12615,4.0,21988.0,4055.0
12616,4.0,,4957.0
12617,4.0,9089.0,1413.0
12618,13.0,1614.0,410.0
12619,6.0,13724.0,2269.0
12620,,6112.0,890.0
12621,4.0,966.0,133.0
12622,6.0,8278.0,1579.0
12623,19.0,6807.0,
12624,15.0,2094.0,316.0
12625,11.0,1183.0,178.0
12626,15.0,652.0,149.0
12627,18.0,397.0,89.0
12628,13.0,16148.0,3474.0
12629,14.0,2281.0,426.0
12630,19.0,2238.0,573.0
12631,23.0,4676.0,1096.0
12632,14.0,6027.0,1148.0
12633,15.0,3757.0,666.0
12634,20.0,2233.0,431.0
12635,20.0,4735.0,973.0
12636,21.0,4587.0,810.0
12637,18.0,1996.0,405.0
12638,19.0,2901.0,445.0
12639,17.0,5160.0,851.0
12640,13.0,3603.0,573.0
12641,35.0,3269.0,757.0
12642,31.0,2712.0,628.0
12643,22.0,3740.0,965.0
12644,18.0,9601.0,2401.0
12645,25.0,4952.0,1062.0
12646,20.0,3674.0,792.0
12647,19.0,3649.0,755.0
12648,14.0,7240.0,1410.0
12649,15.0,2873.0,903.0
12650,10.0,6890.0,1702.0
12651,12.0,5829.0,1309.0
12652,12.0,7626.0,1704.0
12653,8.0,5330.0,1529.0
12654,14.0,3700.0,750.0
12655,7.0,10352.0,2007.0
12656,20.0,1317.0,203.0
12657,15.0,2228.0,472.0
12658,10.0,6317.0,1335.0
12659,8.0,10997.0,2205.0
12660,20.0,2399.0,546.0
12661,21.0,2990.0,691.0
12662,24.0,2680.0,606.0
12663,24.0,3409.0,804.0
12664,12.0,701.0,130.0
12665,5.0,4116.0,
12666,20.0,3111.0,623.0
12667,23.0,2719.0,538.0
12668,13.0,10886.0,2127.0
12669,13.0,2604.0,443.0
12670,25.0,3750.0,781.0
12671,33.0,1575.0,326.0
12672,21.0,4624.0,852.0
12673,22.0,4227.0,658.0
12674,18.0,4775.0,886.0
12675,14.0,5320.0,
12676,12.0,5876.0,1222.0
12677,25.0,1254.0,312.0
12678,5.0,1822.0,367.0
12679,6.0,78.0,11.0
12680,22.0,1999.0,497.0
12681,26.0,503.0,69.0
12682,11.0,658.0,131.0
12683,16.0,319.0,68.0
12684,19.0,2307.0,525.0
12685,17.0,2009.0,469.0
12686,,6900.0,1238.0
12687,1.0,6.0,2.0
12688,18.0,521.0,118.0
12689,27.0,3459.0,640.0
12690,40.0,2277.0,498.0
12691,29.0,3197.0,632.0
12692,29.0,2793.0,722.0
12693,33.0,376.0,83.0
12694,30.0,3915.0,672.0
12695,13.0,7804.0,1594.0
12696,29.0,4549.0,916.0
12697,37.0,1495.0,429.0
12698,34.0,3183.0,738.0
12699,18.0,553.0,100.0
12700,35.0,4448.0,906.0
12701,32.0,3141.0,812.0
12702,37.0,1858.0,361.0
12703,10.0,2653.0,621.0
12704,16.0,5277.0,1070.0
12705,35.0,324.0,63.0
12706,25.0,10665.0,2161.0
12707,21.0,3460.0,711.0
12708,11.0,2385.0,
12709,3.0,830.0,145.0
12710,14.0,1016.0,219.0
12711,12.0,1153.0,265.0
12712,13.0,3166.0,682.0
12713,8.0,1294.0,272.0
12714,10.0,489.0,82.0
12715,6.0,1251.0,268.0
12716,26.0,186.0,48.0
12717,16.0,3730.0,827.0
12718,13.0,1187.0,255.0
12719,15.0,11115.0,2257.0
12720,12.0,549.0,109.0
12721,21.0,1284.0,306.0
12722,35.0,321.0,71.0
12723,29.0,551.0,166.0
12724,20.0,260.0,67.0
12725,17.0,5293.0,1266.0
12726,11.0,12557.0,3098.0
12727,13.0,3921.0,754.0
12728,16.0,4913.0,1395.0
12729,18.0,2990.0,648.0
12730,10.0,7249.0,1882.0
12731,12.0,3369.0,780.0
12732,11.0,1381.0,300.0
12733,18.0,2233.0,471.0
12734,10.0,3254.0,913.0
12735,5.0,4332.0,868.0
12736,16.0,980.0,193.0
12737,22.0,1540.0,364.0
12738,17.0,4465.0,859.0
12739,16.0,3648.0,1035.0
12740,18.0,7962.0,1652.0
12741,16.0,10077.0,2186.0
12742,28.0,2992.0,562.0
12743,28.0,8399.0,1839.0
12744,13.0,7559.0,1444.0
12745,16.0,343.0,85.0
12746,,3316.0,636.0
12747,21.0,10227.0,2315.0
12748,12.0,9482.0,2501.0
12749,36.0,1765.0,399.0
12750,15.0,3004.0,615.0
12751,26.0,5032.0,1229.0
12752,12.0,,2552.0
12753,31.0,6814.0,1714.0
12754,,6087.0,1217.0
12755,13.0,8789.0,1875.0
12756,22.0,6050.0,1387.0
12757,25.0,2616.0,547.0
12758,20.0,4810.0,1074.0
12759,18.0,9374.0,1780.0
12760,18.0,2547.0,463.0
12761,5.0,4423.0,763.0
12762,5.0,5480.0,1371.0
12763,14.0,9425.0,2020.0
12764,3.0,9169.0,1512.0
12765,6.0,4863.0,920.0
12766,7.0,10105.0,2481.0
12767,10.0,6960.0,1487.0
12768,8.0,6710.0,1343.0
12769,12.0,7095.0,1260.0
12770,17.0,4293.0,712.0
12771,16.0,5228.0,992.0
12772,14.0,16921.0,2837.0
12773,8.0,3059.0,500.0
12774,9.0,5534.0,1206.0
12775,6.0,24121.0,4522.0
12776,7.0,17579.0,3479.0
12777,5.0,19107.0,3923.0
12778,19.0,12467.0,2508.0
12779,25.0,1137.0,414.0
12780,33.0,2565.0,
12781,26.0,4300.0,767.0
12782,27.0,1781.0,441.0
12783,10.0,11836.0,2405.0
12784,17.0,8626.0,1859.0
12785,19.0,7646.0,1618.0
12786,17.0,12509.0,2460.0
12787,10.0,11659.0,2007.0
12788,19.0,6190.0,1355.0
12789,18.0,4872.0,1110.0
12790,24.0,2596.0,438.0
12791,5.0,846.0,249.0
12792,25.0,2475.0,476.0
12793,17.0,4289.0,893.0
12794,15.0,3895.0,782.0
12795,7.0,8806.0,1542.0
12796,11.0,12327.0,2000.0
12797,12.0,5048.0,842.0
12798,10.0,2387.0,481.0
12799,15.0,2214.0,410.0
12800,11.0,4686.0,851.0
12801,7.0,4497.0,831.0
12802,8.0,3079.0,558.0
12803,10.0,9404.0,1827.0
12804,5.0,1664.0,444.0
12805,9.0,3861.0,849.0
12806,9.0,1961.0,595.0
12807,6.0,12991.0,2555.0
12808,5.0,3584.0,760.0
12809,24.0,880.0,187.0
12810,33.0,,91.0
12811,25.0,5236.0,1039.0
12812,10.0,9033.0,2224.0
12813,14.0,2774.0,566.0
12814,26.0,4120.0,858.0
12815,22.0,894.0,
12816,28.0,2488.0,714.0
12817,38.0,1695.0,352.0
12818,29.0,1133.0,221.0
12819,19.0,3114.0,787.0
12820,,826.0,
12821,26.0,2399.0,625.0
12822,32.0,4981.0,1326.0
12823,17.0,4874.0,1349.0
12824,22.0,197.0,54.0
12825,20.0,1273.0,354.0
12826,10.0,,499.0
12827,23.0,1152.0,273.0
12828,19.0,1596.0,295.0
12829,34.0,584.0,176.0
12830,16.0,926.0,189.0
12831,3.0,7437.0,1222.0
12832,13.0,1713.0,512.0
12833,17.0,2421.0,820.0
12834,24.0,2985.0,958.0
12835,20.0,1660.0,379.0
12836,12.0,1230.0,277.0
12837,18.0,3585.0,800.0
12838,22.0,639.0,203.0
12839,16.0,1859.0,476.0
12840,25.0,2888.0,654.0
12841,17.0,89.0,19.0
12842,11.0,5692.0,1346.0
12843,16.0,381.0,89.0
12844,18.0,1706.0,397.0
12845,17.0,97.0,24.0
12846,21.0,1161.0,282.0
12847,15.0,644.0,129.0
12848,17.0,2809.0,635.0
12849,28.0,1678.0,322.0
12850,20.0,1491.0,360.0
12851,17.0,720.0,174.0
12852,14.0,1501.0,337.0
12853,20.0,1454.0,326.0
12854,27.0,173.0,35.0
12855,34.0,4789.0,1175.0
12856,16.0,1187.0,261.0
12857,16.0,3741.0,
12858,29.0,1387.0,236.0
12859,26.0,18.0,3.0
12860,25.0,2907.0,680.0
12861,21.0,1988.0,483.0
12862,35.0,5298.0,954.0
12863,38.0,2507.0,446.0
12864,38.0,1878.0,338.0
12865,43.0,1806.0,339.0
12866,46.0,2443.0,476.0
12867,52.0,3080.0,545.0
12868,42.0,2334.0,435.0
12869,44.0,2314.0,415.0
12870,48.0,1962.0,356.0
12871,52.0,4408.0,807.0
12872,40.0,1394.0,397.0
12873,44.0,2092.0,555.0
12874,43.0,3807.0,952.0
12875,52.0,2035.0,483.0
12876,52.0,576.0,146.0
12877,48.0,2434.0,744.0
12878,52.0,2151.0,664.0
12879,52.0,1186.0,341.0
12880,20.0,463.0,180.0
12881,52.0,1000.0,324.0
12882,5.0,761.0,306.0
12883,20.0,4018.0,1220.0
12884,9.0,745.0,175.0
12885,52.0,569.0,405.0
12886,42.0,1823.0,566.0
12887,47.0,2438.0,804.0
12888,52.0,567.0,193.0
12889,49.0,1334.0,492.0
12890,38.0,2410.0,967.0
12891,39.0,1360.0,368.0
12892,48.0,3136.0,926.0
12893,38.0,2809.0,805.0
12894,52.0,438.0,103.0
12895,50.0,3233.0,968.0
12896,52.0,2501.0,757.0
12897,52.0,2006.0,412.0
12898,52.0,3170.0,476.0
12899,52.0,1750.0,372.0
12900,,810.0,172.0
12901,52.0,893.0,159.0
12902,52.0,1917.0,367.0
12903,52.0,1625.0,419.0
12904,41.0,1105.0,227.0
12905,45.0,2423.0,466.0
12906,52.0,906.0,165.0
12907,50.0,1533.0,288.0
12908,46.0,1316.0,244.0
12909,,3994.0,635.0
12910,52.0,3420.0,555.0
12911,35.0,182.0,39.0
12912,44.0,3514.0,714.0
12913,19.0,3374.0,808.0
12914,52.0,1878.0,393.0
12915,51.0,1250.0,235.0
12916,46.0,1698.0,383.0
12917,52.0,889.0,162.0
12918,52.0,907.0,180.0
12919,52.0,3126.0,648.0
12920,52.0,2094.0,463.0
12921,48.0,1091.0,403.0
12922,52.0,1532.0,408.0
12923,51.0,2083.0,559.0
12924,44.0,1986.0,573.0
12925,44.0,1151.0,263.0
12926,46.0,1476.0,344.0
12927,38.0,1145.0,324.0
12928,42.0,900.0,239.0
12929,35.0,1521.0,457.0
12930,51.0,1492.0,385.0
12931,41.0,1124.0,344.0
12932,44.0,1375.0,351.0
12933,36.0,613.0,166.0
12934,45.0,858.0,254.0
12935,46.0,2646.0,645.0
12936,43.0,1048.0,312.0
12937,45.0,3032.0,631.0
12938,46.0,1485.0,278.0
12939,52.0,1844.0,392.0
12940,52.0,2515.0,
12941,52.0,2784.0,455.0
12942,52.0,1777.0,368.0
12943,47.0,2313.0,536.0
12944,52.0,1145.0,133.0
12945,51.0,4280.0,632.0
12946,49.0,4094.0,634.0
12947,44.0,1167.0,201.0
12948,52.0,2508.0,360.0
12949,52.0,2037.0,358.0
12950,50.0,1587.0,448.0
12951,52.0,1684.0,309.0
12952,52.0,2216.0,333.0
12953,52.0,814.0,216.0
12954,48.0,968.0,310.0
12955,29.0,1303.0,308.0
12956,47.0,2085.0,464.0
12957,24.0,979.0,287.0
12958,52.0,1384.0,295.0
12959,47.0,1159.0,250.0
12960,41.0,1278.0,308.0
12961,48.0,1001.0,205.0
12962,40.0,2077.0,435.0
12963,29.0,1407.0,265.0
12964,43.0,2084.0,417.0
12965,44.0,1879.0,359.0
12966,44.0,2570.0,509.0
12967,48.0,3421.0,734.0
12968,18.0,2525.0,501.0
12969,29.0,2358.0,493.0
12970,42.0,3321.0,688.0
12971,39.0,2855.0,
12972,47.0,2518.0,501.0
12973,35.0,2061.0,371.0
12974,37.0,1058.0,224.0
12975,37.0,1958.0,367.0
12976,36.0,1581.0,288.0
12977,36.0,1488.0,294.0
12978,36.0,2430.0,
12979,37.0,1951.0,432.0
12980,25.0,3087.0,720.0
12981,21.0,3249.0,666.0
12982,32.0,2828.0,556.0
12983,43.0,2089.0,399.0
12984,30.0,3657.0,945.0
12985,38.0,2080.0,388.0
12986,,3184.0,593.0
12987,37.0,3642.0,684.0
12988,34.0,1613.0,265.0
12989,36.0,2603.0,408.0
12990,37.0,2008.0,466.0
12991,33.0,2918.0,439.0
12992,31.0,1595.0,217.0
12993,30.0,3236.0,588.0
12994,38.0,1451.0,315.0
12995,40.0,2966.0,536.0
12996,37.0,1655.0,393.0
12997,43.0,1378.0,280.0
12998,36.0,1824.0,357.0
12999,37.0,1902.0,413.0
13000,42.0,1468.0,281.0
13001,41.0,3364.0,685.0
13002,37.0,1704.0,361.0
13003,36.0,2099.0,510.0
13004,43.0,3215.0,725.0
13005,44.0,543.0,146.0
13006,18.0,700.0,169.0
13007,32.0,2364.0,439.0
13008,30.0,1715.0,271.0
13009,29.0,2049.0,330.0
13010,30.0,3166.0,607.0
13011,34.0,2815.0,479.0
13012,31.0,3089.0,585.0
13013,30.0,3377.0,623.0
13014,23.0,6876.0,
13015,21.0,4426.0,790.0
13016,25.0,4719.0,745.0
13017,14.0,5490.0,851.0
13018,9.0,4868.0,738.0
13019,15.0,6093.0,1051.0
13020,17.0,8482.0,1590.0
13021,17.0,3087.0,477.0
13022,20.0,6132.0,1324.0
13023,19.0,4900.0,805.0
13024,5.0,27870.0,5027.0
13025,5.0,3344.0,800.0
13026,6.0,9104.0,1535.0
13027,34.0,2561.0,497.0
13028,24.0,979.0,201.0
13029,23.0,2679.0,792.0
13030,26.0,1557.0,301.0
13031,29.0,3606.0,690.0
13032,32.0,4013.0,725.0
13033,26.0,3165.0,806.0
13034,26.0,4629.0,832.0
13035,17.0,3595.0,790.0
13036,25.0,2969.0,551.0
13037,26.0,6121.0,1185.0
13038,24.0,2359.0,462.0
13039,38.0,1865.0,384.0
13040,38.0,1746.0,388.0
13041,34.0,1893.0,415.0
13042,34.0,1717.0,354.0
13043,39.0,1453.0,324.0
13044,37.0,2745.0,588.0
13045,36.0,1825.0,411.0
13046,26.0,2177.0,638.0
13047,18.0,2123.0,606.0
13048,25.0,3033.0,665.0
13049,17.0,1895.0,424.0
13050,52.0,20.0,4.0
13051,42.0,2316.0,515.0
13052,36.0,3446.0,950.0
13053,29.0,4221.0,901.0
13054,37.0,1705.0,325.0
13055,37.0,1477.0,321.0
13056,29.0,3873.0,797.0
13057,32.0,2437.0,592.0
13058,34.0,1279.0,285.0
13059,27.0,7212.0,1606.0
13060,27.0,2527.0,439.0
13061,20.0,2033.0,586.0
13062,15.0,7901.0,1422.0
13063,24.0,7740.0,1539.0
13064,15.0,10211.0,1995.0
13065,34.0,3573.0,662.0
13066,31.0,4297.0,788.0
13067,28.0,2780.0,510.0
13068,12.0,4602.0,930.0
13069,12.0,4929.0,1010.0
13070,24.0,1766.0,340.0
13071,8.0,3593.0,659.0
13072,17.0,13180.0,
13073,13.0,7880.0,1992.0
13074,12.0,7290.0,1283.0
13075,11.0,8537.0,1643.0
13076,19.0,1808.0,375.0
13077,21.0,2066.0,748.0
13078,19.0,8507.0,1470.0
13079,23.0,2790.0,430.0
13080,26.0,1532.0,264.0
13081,25.0,2171.0,431.0
13082,18.0,1734.0,467.0
13083,26.0,2697.0,398.0
13084,14.0,2534.0,705.0
13085,19.0,2497.0,494.0
13086,38.0,152.0,30.0
13087,43.0,987.0,240.0
13088,43.0,88.0,21.0
13089,16.0,2987.0,864.0
13090,17.0,7228.0,1369.0
13091,22.0,4899.0,847.0
13092,33.0,2648.0,357.0
13093,25.0,2022.0,295.0
13094,16.0,4429.0,1124.0
13095,22.0,2623.0,
13096,23.0,3713.0,1078.0
13097,35.0,1166.0,193.0
13098,36.0,1327.0,209.0
13099,33.0,2289.0,576.0
13100,34.0,172.0,38.0
13101,36.0,3099.0,605.0
13102,16.0,5407.0,1467.0
13103,18.0,5527.0,1446.0
13104,17.0,12355.0,3630.0
13105,18.0,6955.0,1882.0
13106,36.0,2396.0,536.0
13107,22.0,5773.0,1320.0
13108,37.0,1994.0,
13109,36.0,1239.0,237.0
13110,33.0,2091.0,468.0
13111,34.0,1151.0,234.0
13112,25.0,2228.0,534.0
13113,18.0,2614.0,624.0
13114,36.0,2253.0,434.0
13115,36.0,2019.0,369.0
13116,41.0,2577.0,365.0
13117,35.0,3137.0,544.0
13118,36.0,1119.0,144.0
13119,36.0,1249.0,159.0
13120,34.0,2888.0,496.0
13121,36.0,2523.0,401.0
13122,37.0,2839.0,390.0
13123,38.0,2968.0,475.0
13124,38.0,1839.0,287.0
13125,36.0,2388.0,369.0
13126,27.0,3900.0,776.0
13127,,4314.0,611.0
13128,35.0,1930.0,328.0
13129,36.0,1275.0,227.0
13130,35.0,2355.0,365.0
13131,29.0,1285.0,193.0
13132,32.0,3303.0,480.0
13133,25.0,3196.0,406.0
13134,20.0,2992.0,378.0
13135,18.0,1631.0,228.0
13136,,2912.0,421.0
13137,22.0,3273.0,480.0
13138,24.0,6540.0,1008.0
13139,28.0,6119.0,985.0
13140,28.0,4175.0,796.0
13141,25.0,4916.0,1243.0
13142,,2191.0,394.0
13143,34.0,2447.0,503.0
13144,30.0,2619.0,370.0
13145,36.0,322.0,48.0
13146,19.0,4563.0,1069.0
13147,32.0,3658.0,797.0
13148,37.0,494.0,86.0
13149,30.0,5996.0,1018.0
13150,27.0,1743.0,380.0
13151,34.0,2352.0,610.0
13152,41.0,774.0,144.0
13153,43.0,1077.0,199.0
13154,42.0,945.0,193.0
13155,39.0,823.0,146.0
13156,27.0,2375.0,537.0
13157,30.0,2930.0,739.0
13158,34.0,1226.0,180.0
13159,35.0,2024.0,359.0
13160,27.0,5693.0,1487.0
13161,45.0,2696.0,624.0
13162,30.0,3626.0,834.0
13163,31.0,1540.0,452.0
13164,28.0,3671.0,886.0
13165,33.0,3512.0,825.0
13166,21.0,3260.0,763.0
13167,33.0,3171.0,832.0
13168,34.0,1126.0,256.0
13169,40.0,1134.0,252.0
13170,41.0,1087.0,
13171,42.0,1385.0,273.0
13172,43.0,1009.0,225.0
13173,42.0,2217.0,536.0
13174,36.0,1765.0,438.0
13175,41.0,1404.0,313.0
13176,41.0,1578.0,317.0
13177,38.0,1384.0,287.0
13178,42.0,1720.0,382.0
13179,44.0,1728.0,367.0
13180,21.0,2274.0,495.0
13181,18.0,909.0,198.0
13182,34.0,2010.0,411.0
13183,18.0,1756.0,442.0
13184,25.0,1678.0,367.0
13185,28.0,1219.0,240.0
13186,38.0,1673.0,
13187,33.0,1077.0,271.0
13188,38.0,1402.0,370.0
13189,37.0,1607.0,385.0
13190,37.0,3009.0,733.0
13191,5.0,2680.0,502.0
13192,8.0,3746.0,767.0
13193,14.0,3167.0,551.0
13194,23.0,1481.0,343.0
13195,20.0,1517.0,323.0
13196,26.0,3185.0,658.0
13197,28.0,1246.0,295.0
13198,37.0,1534.0,
13199,38.0,2419.0,605.0
13200,32.0,2436.0,612.0
13201,43.0,705.0,178.0
13202,35.0,3326.0,696.0
13203,33.0,1591.0,466.0
13204,44.0,2324.0,413.0
13205,46.0,1758.0,511.0
13206,43.0,1111.0,269.0
13207,29.0,1978.0,538.0
13208,34.0,438.0,116.0
13209,29.0,2197.0,520.0
13210,31.0,1072.0,
13211,35.0,1372.0,360.0
13212,17.0,1269.0,233.0
13213,5.0,8149.0,1913.0
13214,6.0,12197.0,2617.0
13215,8.0,16679.0,3457.0
13216,5.0,1395.0,373.0
13217,6.0,693.0,143.0
13218,8.0,,2996.0
13219,6.0,4391.0,974.0
13220,23.0,7709.0,1279.0
13221,18.0,1511.0,315.0
13222,28.0,800.0,149.0
13223,32.0,541.0,82.0
13224,10.0,3054.0,528.0
13225,25.0,1287.0,224.0
13226,26.0,1708.0,299.0
13227,25.0,2336.0,406.0
13228,10.0,2562.0,460.0
13229,24.0,2159.0,369.0
13230,32.0,965.0,183.0
13231,28.0,927.0,165.0
13232,19.0,2476.0,534.0
13233,32.0,2118.0,345.0
13234,28.0,1601.0,308.0
13235,24.0,3124.0,556.0
13236,32.0,2962.0,526.0
13237,35.0,1299.0,254.0
13238,19.0,946.0,182.0
13239,11.0,3335.0,658.0
13240,31.0,1007.0,181.0
13241,35.0,1814.0,367.0
13242,3.0,3438.0,603.0
13243,50.0,880.0,150.0
13244,29.0,2103.0,380.0
13245,34.0,1086.0,187.0
13246,35.0,1643.0,298.0
13247,36.0,1775.0,296.0
13248,35.0,1851.0,327.0
13249,35.0,2943.0,554.0
13250,38.0,300.0,47.0
13251,35.0,1093.0,192.0
13252,29.0,3757.0,646.0
13253,35.0,1620.0,276.0
13254,35.0,1565.0,290.0
13255,40.0,67.0,17.0
13256,36.0,1354.0,258.0
13257,36.0,1786.0,338.0
13258,37.0,2176.0,460.0
13259,38.0,1001.0,228.0
13260,35.0,562.0,174.0
13261,18.0,3938.0,649.0
13262,25.0,3919.0,764.0
13263,30.0,2897.0,506.0
13264,26.0,2230.0,410.0
13265,16.0,2686.0,516.0
13266,17.0,1968.0,364.0
13267,20.0,7085.0,1222.0
13268,18.0,7923.0,1558.0
13269,2.0,21897.0,3513.0
13270,7.0,4842.0,935.0
13271,15.0,4680.0,758.0
13272,13.0,6850.0,1400.0
13273,5.0,14414.0,2979.0
13274,17.0,2770.0,684.0
13275,5.0,5819.0,1507.0
13276,9.0,3184.0,
13277,22.0,2878.0,599.0
13278,17.0,4866.0,1056.0
13279,17.0,3778.0,939.0
13280,34.0,825.0,
13281,33.0,1503.0,282.0
13282,28.0,3379.0,552.0
13283,34.0,1503.0,264.0
13284,35.0,643.0,117.0
13285,16.0,3154.0,860.0
13286,8.0,3322.0,805.0
13287,17.0,1149.0,257.0
13288,18.0,4164.0,963.0
13289,24.0,3313.0,769.0
13290,14.0,756.0,141.0
13291,27.0,1672.0,299.0
13292,20.0,2498.0,546.0
13293,15.0,4371.0,908.0
13294,23.0,2446.0,523.0
13295,27.0,1595.0,246.0
13296,24.0,3533.0,741.0
13297,12.0,2772.0,578.0
13298,27.0,2203.0,493.0
13299,17.0,2761.0,501.0
13300,13.0,3033.0,540.0
13301,23.0,1947.0,409.0
13302,19.0,1853.0,415.0
13303,20.0,4021.0,864.0
13304,22.0,1778.0,408.0
13305,11.0,1716.0,404.0
13306,,2453.0,518.0
13307,20.0,5801.0,1148.0
13308,25.0,4260.0,607.0
13309,24.0,2868.0,527.0
13310,31.0,1817.0,372.0
13311,20.0,7003.0,1409.0
13312,31.0,3114.0,430.0
13313,29.0,2430.0,448.0
13314,33.0,898.0,190.0
13315,22.0,3902.0,845.0
13316,17.0,992.0,151.0
13317,20.0,5001.0,830.0
13318,19.0,5407.0,838.0
13319,19.0,8501.0,1558.0
13320,27.0,1713.0,282.0
13321,26.0,1604.0,245.0
13322,26.0,,193.0
13323,21.0,1276.0,208.0
13324,23.0,2628.0,
13325,21.0,2759.0,409.0
13326,21.0,3824.0,634.0
13327,28.0,3391.0,550.0
13328,26.0,3192.0,447.0
13329,36.0,1665.0,293.0
13330,15.0,6940.0,1019.0
13331,14.0,3443.0,510.0
13332,13.0,4491.0,689.0
13333,19.0,2926.0,476.0
13334,19.0,3243.0,546.0
13335,14.0,3335.0,440.0
13336,17.0,7741.0,1401.0
13337,26.0,3670.0,556.0
13338,19.0,3170.0,444.0
13339,19.0,1891.0,266.0
13340,15.0,2642.0,520.0
13341,21.0,2764.0,363.0
13342,17.0,2655.0,421.0
13343,25.0,2787.0,601.0
13344,,1597.0,280.0
13345,40.0,,175.0
13346,33.0,1984.0,289.0
13347,27.0,2744.0,464.0
13348,24.0,3459.0,573.0
13349,36.0,120.0,16.0
13350,19.0,3574.0,669.0
13351,8.0,4053.0,912.0
13352,14.0,5827.0,1246.0
13353,35.0,3095.0,594.0
13354,15.0,5828.0,1051.0
13355,14.0,11442.0,2690.0
13356,18.0,7334.0,1332.0
13357,21.0,6575.0,1105.0
13358,11.0,13796.0,2372.0
13359,13.0,5826.0,1411.0
13360,17.0,5434.0,1106.0
13361,32.0,1875.0,361.0
13362,15.0,2514.0,482.0
13363,11.0,,420.0
13364,14.0,4594.0,774.0
13365,18.0,3998.0,744.0
13366,17.0,3214.0,551.0
13367,16.0,2966.0,578.0
13368,16.0,3592.0,642.0
13369,15.0,2226.0,421.0
13370,15.0,3137.0,509.0
13371,25.0,1252.0,207.0
13372,10.0,3908.0,890.0
13373,21.0,3455.0,706.0
13374,26.0,1387.0,226.0
13375,17.0,2683.0,704.0
13376,17.0,2767.0,584.0
13377,27.0,1998.0,353.0
13378,31.0,2532.0,479.0
13379,12.0,5098.0,1094.0
13380,13.0,2135.0,429.0
13381,16.0,5179.0,1271.0
13382,22.0,1194.0,207.0
13383,15.0,4018.0,850.0
13384,19.0,2655.0,438.0
13385,20.0,1234.0,208.0
13386,32.0,2915.0,492.0
13387,23.0,2145.0,340.0
13388,16.0,3747.0,586.0
13389,16.0,3389.0,597.0
13390,4.0,3080.0,827.0
13391,13.0,3243.0,488.0
13392,16.0,3262.0,533.0
13393,17.0,3917.0,638.0
13394,17.0,3050.0,481.0
13395,24.0,1014.0,185.0
13396,20.0,1402.0,236.0
13397,15.0,1497.0,243.0
13398,13.0,4256.0,619.0
13399,13.0,503.0,70.0
13400,14.0,6155.0,1034.0
13401,18.0,1830.0,313.0
13402,16.0,3185.0,886.0
13403,8.0,1145.0,241.0
13404,15.0,2116.0,524.0
13405,15.0,1701.0,346.0
13406,16.0,3467.0,615.0
13407,23.0,1727.0,264.0
13408,29.0,1087.0,174.0
13409,20.0,1881.0,378.0
13410,20.0,1992.0,363.0
13411,15.0,6838.0,941.0
13412,16.0,4082.0,666.0
13413,14.0,3713.0,637.0
13414,9.0,7812.0,1348.0
13415,5.0,7138.0,1227.0
13416,11.0,4415.0,
13417,7.0,7104.0,970.0
13418,28.0,2970.0,471.0
13419,26.0,3077.0,607.0
13420,10.0,6262.0,1278.0
13421,23.0,1843.0,273.0
13422,18.0,4947.0,714.0
13423,19.0,5268.0,849.0
13424,27.0,5266.0,971.0
13425,28.0,3558.0,589.0
13426,9.0,2200.0,422.0
13427,11.0,5500.0,956.0
13428,20.0,1412.0,226.0
13429,19.0,2987.0,626.0
13430,16.0,1754.0,284.0
13431,26.0,1546.0,287.0
13432,10.0,3875.0,668.0
13433,26.0,1937.0,286.0
13434,17.0,1605.0,217.0
13435,52.0,240.0,44.0
13436,15.0,3084.0,557.0
13437,37.0,1252.0,267.0
13438,42.0,2101.0,480.0
13439,21.0,6198.0,1223.0
13440,6.0,9798.0,1551.0
13441,21.0,3517.0,667.0
13442,2.0,12360.0,1747.0
13443,8.0,530.0,109.0
13444,6.0,6873.0,959.0
13445,16.0,2574.0,441.0
13446,,11021.0,1565.0
13447,25.0,394.0,94.0
13448,35.0,7088.0,1279.0
13449,35.0,3295.0,560.0
13450,21.0,9774.0,1777.0
13451,24.0,4378.0,910.0
13452,17.0,13553.0,2474.0
13453,25.0,2707.0,464.0
13454,32.0,,
13455,13.0,2321.0,539.0
13456,22.0,2938.0,619.0
13457,23.0,2547.0,504.0
13458,26.0,1814.0,299.0
13459,17.0,6663.0,1369.0
13460,25.0,1122.0,198.0
13461,17.0,1671.0,378.0
13462,29.0,1276.0,225.0
13463,15.0,3369.0,499.0
13464,17.0,3608.0,
13465,25.0,692.0,146.0
13466,18.0,1169.0,186.0
13467,13.0,4715.0,1090.0
13468,18.0,224.0,38.0
13469,,2653.0,680.0
13470,16.0,1537.0,
13471,10.0,2421.0,580.0
13472,9.0,2748.0,521.0
13473,22.0,1229.0,253.0
13474,17.0,1621.0,350.0
13475,3.0,4188.0,1136.0
13476,19.0,2460.0,470.0
13477,25.0,3002.0,718.0
13478,29.0,2748.0,563.0
13479,12.0,,628.0
13480,11.0,2838.0,498.0
13481,12.0,16239.0,3358.0
13482,19.0,6308.0,1167.0
13483,16.0,3895.0,896.0
13484,18.0,2129.0,363.0
13485,26.0,1793.0,244.0
13486,16.0,2629.0,491.0
13487,17.0,1605.0,258.0
