Id,population,households,median_income,median_house_value
10146,458.0,142.0,3.3456,252600.0
10147,836.0,257.0,3.6286,165500.0
10148,3918.0,1100.0,3.525,201700.0
10149,5982.0,1105.0,2.5986,135700.0
10150,767.0,149.0,2.2667,72900.0
10151,681.0,270.0,6.0332,244900.0
10152,1607.0,505.0,5.0162,283100.0
10153,2327.0,812.0,6.1551,291800.0
10154,362.0,138.0,5.1788,270000.0
10155,1528.0,586.0,7.6245,336600.0
10156,1596.0,557.0,8.0922,390100.0
10157,1867.0,461.0,2.3879,129800.0
10158,1468.0,339.0,3.2219,114700.0
10159,1245.0,273.0,1.775,112500.0
10160,2474.0,573.0,,134100.0
10161,738.0,193.0,1.9722,210700.0
10162,1264.0,517.0,4.4209,
10163,1121.0,493.0,5.6383,377000.0
10164,970.0,349.0,4.25,279100.0
10165,1052.0,428.0,3.5039,288400.0
10166,717.0,243.0,4.7891,230600.0
10167,465.0,208.0,6.1668,405800.0
10168,2630.0,564.0,2.6629,102700.0
10169,1219.0,273.0,3.0437,76600.0
10170,2546.0,618.0,2.7153,114300.0
10171,902.0,196.0,2.625,109100.0
10172,1449.0,410.0,3.3289,190600.0
10173,1858.0,457.0,3.0543,92400.0
10174,4601.0,1066.0,2.9184,100500.0
10175,164.0,40.0,2.3,206300.0
10176,1534.0,388.0,3.1222,125500.0
10177,,262.0,2.6648,164600.0
10178,1427.0,291.0,2.1107,76200.0
10179,1156.0,358.0,3.1929,137900.0
10180,1200.0,351.0,1.7548,95800.0
10181,1810.0,547.0,3.4821,113700.0
10182,1323.0,436.0,2.9559,163200.0
10183,1971.0,502.0,,100000.0
10184,2337.0,664.0,3.9647,135000.0
10185,288.0,130.0,3.0526,146900.0
10186,479.0,67.0,3.5547,200000.0
10187,1479.0,536.0,3.3724,114600.0
10188,1019.0,314.0,2.4881,87500.0
10189,264.0,118.0,5.3245,250000.0
10190,382.0,171.0,3.7083,210000.0
10191,590.0,189.0,2.6094,362500.0
10192,411.0,214.0,3.2375,450000.0
10193,3083.0,1621.0,5.1506,387500.0
10194,886.0,364.0,5.5469,378800.0
10195,803.0,341.0,10.1854,426000.0
10196,1312.0,434.0,6.5234,357400.0
10197,898.0,370.0,5.8142,500001.0
10198,1374.0,598.0,4.174,394400.0
10199,1782.0,712.0,5.7248,398800.0
10200,1670.0,740.0,3.9792,468000.0
10201,643.0,341.0,5.5164,369100.0
10202,628.0,384.0,3.4048,487100.0
10203,749.0,419.0,2.7039,364000.0
10204,490.0,300.0,3.7852,465800.0
10205,,415.0,3.6,452800.0
10206,582.0,313.0,3.275,500001.0
10207,497.0,170.0,6.3835,407800.0
10208,622.0,295.0,5.0621,386500.0
10209,793.0,426.0,7.1198,469900.0
10210,1108.0,441.0,5.8505,417100.0
10211,1480.0,,6.777,500000.0
10212,569.0,271.0,14.4113,500001.0
10213,1704.0,663.0,4.0154,225700.0
10214,1873.0,757.0,3.1543,253800.0
10215,1063.0,428.0,3.725,278000.0
10216,1229.0,618.0,3.1359,268000.0
10217,406.0,165.0,4.0313,253800.0
10218,403.0,181.0,4.3281,236500.0
10219,425.0,184.0,3.7614,241700.0
10220,948.0,375.0,3.0379,249300.0
10221,657.0,293.0,3.2865,240100.0
10222,391.0,,2.6713,234600.0
10223,578.0,285.0,2.5625,235400.0
10224,313.0,142.0,3.4327,254500.0
10225,504.0,230.0,2.475,258300.0
10226,325.0,155.0,3.3333,247900.0
10227,944.0,332.0,5.9175,240200.0
10228,790.0,444.0,2.5263,286400.0
10229,240.0,145.0,3.5865,290000.0
10230,488.0,265.0,3.7454,243800.0
10231,391.0,193.0,2.1776,279200.0
10232,1582.0,778.0,3.5147,313900.0
10233,,329.0,3.1912,319800.0
10234,406.0,180.0,3.4943,311100.0
10235,428.0,183.0,4.3571,287500.0
10236,349.0,168.0,3.4167,339100.0
10237,971.0,514.0,3.0383,217300.0
10238,1574.0,759.0,2.9309,217100.0
10239,1519.0,554.0,3.2952,234600.0
10240,831.0,344.0,4.3,226400.0
10241,834.0,362.0,2.4922,243800.0
10242,804.0,386.0,2.4663,236500.0
10243,1234.0,601.0,2.8727,225000.0
10244,944.0,429.0,3.0625,260300.0
10245,1023.0,459.0,4.6182,301000.0
10246,704.0,393.0,3.1977,289300.0
10247,966.0,322.0,4.6964,291300.0
10248,1110.0,406.0,5.5519,329500.0
10249,1678.0,710.0,6.2323,339100.0
10250,337.0,150.0,2.7917,225000.0
10251,248.0,173.0,1.2656,500000.0
10252,760.0,375.0,2.5164,178100.0
10253,932.0,496.0,2.6894,179500.0
10254,1042.0,744.0,3.1364,150000.0
10255,262.0,114.0,6.918,500001.0
10256,3438.0,904.0,4.0432,450000.0
10257,2668.0,955.0,5.7578,347700.0
10258,1027.0,363.0,6.9615,500001.0
10259,688.0,384.0,4.2109,278800.0
10260,762.0,301.0,3.038,195300.0
10261,1985.0,917.0,2.9085,156300.0
10262,633.0,290.0,3.5568,191200.0
10263,1264.0,659.0,2.5372,218000.0
10264,525.0,212.0,3.3156,186300.0
10265,1661.0,696.0,4.3269,221300.0
10266,3612.0,1191.0,3.0542,142100.0
10267,1491.0,535.0,4.3472,185000.0
10268,2258.0,719.0,2.5663,128900.0
10269,1616.0,666.0,3.4643,191800.0
10270,2487.0,795.0,2.2007,112800.0
10271,1570.0,510.0,1.875,122300.0
10272,1430.0,444.0,3.8015,169100.0
10273,2563.0,747.0,3.4531,133100.0
10274,1644.0,453.0,3.2545,131200.0
10275,1516.0,568.0,3.5,162400.0
10276,1037.0,388.0,2.7708,161800.0
10277,1890.0,642.0,2.4864,140400.0
10278,191.0,67.0,1.3897,125000.0
10279,231.0,100.0,2.5313,108300.0
10280,27.0,10.0,2.225,150000.0
10281,28566.0,6082.0,2.3087,118800.0
10282,6071.0,1889.0,3.0,162200.0
10283,3794.0,1455.0,3.0608,168300.0
10284,1296.0,418.0,5.4508,190000.0
10285,2274.0,858.0,3.4239,194800.0
10286,3562.0,1299.0,3.512,174800.0
10287,89.0,48.0,1.0096,162500.0
10288,315.0,207.0,1.8287,146900.0
10289,524.0,274.0,2.7619,154600.0
10290,450.0,197.0,,154600.0
10291,847.0,283.0,1.6691,183300.0
10292,1112.0,406.0,2.2366,140200.0
10293,1670.0,671.0,2.4398,163100.0
10294,1219.0,453.0,2.9643,154000.0
10295,744.0,312.0,2.6518,156100.0
10296,1272.0,406.0,3.6083,134200.0
10297,482.0,180.0,6.5799,218100.0
10298,678.0,295.0,2.8409,153000.0
10299,245.0,130.0,2.0134,142500.0
10300,139.0,80.0,1.9875,325000.0
10301,2088.0,774.0,3.3021,152700.0
10302,1462.0,503.0,4.5,158300.0
10303,766.0,302.0,2.6618,136200.0
10304,1776.0,669.0,5.2444,281100.0
10305,545.0,297.0,1.9946,
10306,1373.0,582.0,2.9054,155200.0
10307,2293.0,960.0,3.4543,194500.0
10308,2317.0,934.0,2.7667,153200.0
10309,1045.0,460.0,2.5035,153200.0
10310,1162.0,407.0,3.455,137500.0
10311,2756.0,998.0,2.7325,162900.0
10312,48.0,22.0,1.76,166700.0
10313,1635.0,723.0,2.2721,139800.0
10314,1922.0,736.0,2.6346,139800.0
10315,1827.0,605.0,4.5293,210400.0
10316,1051.0,342.0,3.6042,183300.0
10317,2043.0,856.0,4.1862,183600.0
10318,956.0,365.0,,174700.0
10319,1235.0,465.0,3.7045,161500.0
10320,370.0,123.0,5.0877,209300.0
10321,1303.0,426.0,5.3017,202600.0
10322,1221.0,442.0,5.8002,238700.0
10323,1478.0,492.0,4.0878,164400.0
10324,2074.0,703.0,3.285,138100.0
10325,1439.0,484.0,5.0,175200.0
10326,2768.0,1014.0,6.1953,258900.0
10327,1641.0,676.0,3.9,187300.0
10328,1172.0,447.0,3.8796,175500.0
10329,1789.0,657.0,3.6039,126000.0
10330,834.0,352.0,2.3787,177900.0
10331,1577.0,459.0,5.3351,269900.0
10332,1113.0,398.0,2.4728,139700.0
10333,1021.0,399.0,3.0404,142100.0
10334,944.0,300.0,3.3977,158700.0
10335,783.0,303.0,4.3585,194400.0
10336,455.0,248.0,3.6389,130200.0
10337,1476.0,699.0,3.7188,163400.0
10338,555.0,181.0,4.4861,269300.0
10339,91.0,33.0,4.9167,187500.0
10340,40.0,25.0,7.5197,275000.0
10341,3864.0,1221.0,4.7472,148600.0
10342,406.0,136.0,4.2955,121300.0
10343,225.0,72.0,1.8942,216700.0
10344,1812.0,888.0,2.9375,106700.0
10345,1586.0,466.0,4.0337,130400.0
10346,403.0,163.0,6.8,240800.0
10347,764.0,284.0,4.825,195100.0
10348,1504.0,521.0,5.6304,243100.0
10349,949.0,342.0,4.625,228600.0
10350,520.0,212.0,3.5781,242500.0
10351,504.0,164.0,4.5694,287500.0
10352,1725.0,1015.0,2.5685,267600.0
10353,1673.0,541.0,5.5718,185200.0
10354,968.0,370.0,3.7067,175000.0
10355,898.0,500.0,2.2536,201200.0
10356,175.0,61.0,6.0266,216700.0
10357,1624.0,598.0,5.5266,331300.0
10358,844.0,309.0,4.7833,361100.0
10359,272.0,109.0,6.3427,304800.0
10360,416.0,174.0,3.6389,
10361,349.0,179.0,6.9931,398800.0
10362,780.0,267.0,5.815,339200.0
10363,1538.0,537.0,5.5368,325900.0
10364,823.0,285.0,6.1089,280800.0
10365,548.0,207.0,4.875,336700.0
10366,765.0,322.0,4.6379,348200.0
10367,1099.0,420.0,4.635,248500.0
10368,980.0,503.0,3.5506,187500.0
10369,413.0,184.0,3.4904,196900.0
10370,741.0,339.0,3.1312,247600.0
10371,1287.0,439.0,4.3125,276500.0
10372,959.0,361.0,4.1993,214500.0
10373,610.0,312.0,1.9441,184400.0
10374,564.0,231.0,3.6118,248400.0
10375,2171.0,360.0,3.6429,159700.0
10376,1324.0,464.0,3.0938,189400.0
10377,589.0,194.0,5.3698,303300.0
10378,973.0,340.0,4.2096,256600.0
10379,785.0,309.0,3.6641,275800.0
10380,343.0,119.0,3.1563,98400.0
10381,139.0,73.0,2.1979,152800.0
10382,336.0,103.0,4.4,142500.0
10383,655.0,264.0,3.3393,146900.0
10384,708.0,253.0,3.4539,300000.0
10385,721.0,293.0,4.65,245000.0
10386,926.0,487.0,,225000.0
10387,539.0,246.0,3.5208,195800.0
10388,1549.0,556.0,2.3942,183100.0
10389,1454.0,668.0,3.7585,185700.0
10390,3002.0,1318.0,2.4726,143400.0
10391,892.0,299.0,2.8864,143100.0
10392,602.0,209.0,2.5887,144400.0
10393,508.0,190.0,2.3062,138800.0
10394,388.0,142.0,3.6563,163500.0
10395,1168.0,507.0,4.4375,185100.0
10396,1275.0,511.0,4.0775,164500.0
10397,1977.0,762.0,4.0848,155900.0
10398,1143.0,382.0,3.6333,170200.0
10399,1307.0,451.0,3.463,201700.0
10400,246.0,80.0,3.0781,162500.0
10401,752.0,270.0,4.2031,209600.0
10402,827.0,287.0,3.6087,182100.0
10403,884.0,333.0,4.5042,206400.0
10404,806.0,283.0,3.9185,195200.0
10405,633.0,261.0,4.2802,194800.0
10406,585.0,246.0,5.5161,361900.0
10407,775.0,283.0,3.8417,187200.0
10408,660.0,228.0,3.0804,156800.0
10409,520.0,178.0,3.9,180400.0
10410,629.0,214.0,5.0389,171500.0
10411,681.0,221.0,3.045,170400.0
10412,354.0,140.0,4.0333,161500.0
10413,963.0,379.0,3.7426,162700.0
10414,352.0,121.0,3.5938,140300.0
10415,1208.0,479.0,4.3646,185900.0
10416,376.0,141.0,4.3523,188200.0
10417,782.0,344.0,3.7125,175000.0
10418,1355.0,566.0,4.3702,226100.0
10419,955.0,418.0,5.2359,213300.0
10420,729.0,319.0,2.4688,138800.0
10421,462.0,185.0,3.1042,152000.0
10422,411.0,176.0,,151800.0
10423,554.0,184.0,2.9688,128300.0
10424,1816.0,682.0,2.8102,144400.0
10425,399.0,161.0,2.2917,145100.0
10426,573.0,205.0,3.3603,162500.0
10427,929.0,423.0,1.9886,113800.0
10428,471.0,219.0,2.3125,125700.0
10429,1053.0,390.0,1.5313,154900.0
10430,982.0,512.0,2.186,132700.0
10431,837.0,391.0,2.325,109700.0
10432,1181.0,480.0,2.7813,109200.0
10433,928.0,435.0,2.425,121100.0
10434,1033.0,437.0,2.1419,105200.0
10435,,583.0,2.4811,111800.0
10436,1045.0,419.0,2.6042,116700.0
10437,133.0,51.0,1.0,90600.0
10438,642.0,333.0,1.4241,125000.0
10439,853.0,399.0,2.25,112500.0
10440,1310.0,525.0,3.2337,123100.0
10441,716.0,350.0,2.3125,108300.0
10442,637.0,299.0,2.2083,103900.0
10443,611.0,,2.535,117100.0
10444,661.0,232.0,4.0062,153800.0
10445,1373.0,562.0,3.67,160100.0
10446,1267.0,408.0,4.0426,191700.0
10447,737.0,243.0,2.8942,182500.0
10448,1296.0,518.0,3.3009,156800.0
10449,1110.0,419.0,,164900.0
10450,285.0,116.0,3.6434,155400.0
10451,1016.0,405.0,3.6607,153000.0
10452,537.0,194.0,3.2813,163200.0
10453,518.0,170.0,3.5859,144300.0
10454,1149.0,476.0,3.2303,149500.0
10455,1424.0,609.0,3.2,155000.0
10456,1422.0,606.0,2.4283,143100.0
10457,302.0,138.0,3.1094,136100.0
10458,604.0,249.0,2.2278,155400.0
10459,894.0,332.0,3.4028,171800.0
10460,1569.0,556.0,3.5385,157400.0
10461,1390.0,520.0,3.9537,172800.0
10462,,371.0,3.5417,155100.0
10463,1090.0,425.0,3.7917,179200.0
10464,226.0,82.0,1.6094,79500.0
10465,1172.0,306.0,2.6341,85000.0
10466,1693.0,,2.8102,128900.0
10467,152.0,77.0,1.3523,85700.0
10468,171.0,64.0,2.125,83900.0
10469,486.0,179.0,4.119,110900.0
10470,905.0,321.0,3.7841,109500.0
10471,646.0,208.0,2.3594,155700.0
10472,1000.0,354.0,3.5652,119800.0
10473,195.0,95.0,0.9283,116300.0
10474,1016.0,373.0,4.5208,117300.0
10475,1193.0,412.0,4.3958,124800.0
10476,694.0,243.0,5.6856,138100.0
10477,780.0,358.0,3.0043,122100.0
10478,337.0,100.0,4.0278,95800.0
10479,397.0,165.0,4.665,145600.0
10480,294.0,110.0,3.1842,162500.0
10481,291.0,115.0,3.4792,180800.0
10482,245.0,92.0,4.0481,
10483,203.0,71.0,4.5882,198400.0
10484,85.0,34.0,4.7917,187500.0
10485,482.0,159.0,5.0622,174100.0
10486,1287.0,496.0,5.0782,264100.0
10487,1159.0,378.0,4.8906,228900.0
10488,947.0,324.0,4.1205,217000.0
10489,690.0,268.0,5.5608,255800.0
10490,1056.0,366.0,4.0893,215700.0
10491,918.0,347.0,4.4107,202000.0
10492,981.0,362.0,4.5461,194000.0
10493,841.0,330.0,3.46,232800.0
10494,1275.0,501.0,3.776,192600.0
10495,1407.0,476.0,2.6641,185200.0
10496,1346.0,366.0,4.0833,162500.0
10497,698.0,293.0,3.8194,186000.0
10498,1037.0,244.0,2.7125,166100.0
10499,2400.0,750.0,3.4702,161900.0
10500,1904.0,630.0,2.6123,161300.0
10501,839.0,390.0,4.7446,175400.0
10502,1296.0,429.0,5.7796,241300.0
10503,989.0,351.0,4.1321,198100.0
10504,900.0,436.0,3.0,251400.0
10505,1654.0,912.0,3.2158,215000.0
10506,1590.0,643.0,3.6106,153600.0
10507,1062.0,169.0,3.0588,145200.0
10508,1201.0,302.0,4.0,178200.0
10509,1594.0,694.0,4.3426,141300.0
10510,1038.0,222.0,4.6696,165500.0
10511,,559.0,3.1378,137000.0
10512,1452.0,501.0,5.1084,303800.0
10513,845.0,309.0,4.5096,241100.0
10514,1135.0,434.0,4.45,267900.0
10515,1236.0,520.0,2.2156,145000.0
10516,1135.0,392.0,6.0516,245000.0
10517,1820.0,657.0,4.225,224700.0
10518,1702.0,523.0,3.7933,184400.0
10519,2045.0,664.0,5.583,267700.0
10520,1255.0,421.0,4.7813,198200.0
10521,1393.0,433.0,4.2443,174400.0
10522,931.0,234.0,2.8,137500.0
10523,1062.0,356.0,2.1944,139600.0
10524,1532.0,854.0,3.75,166300.0
10525,,350.0,6.2452,291700.0
10526,2314.0,787.0,6.3433,350500.0
10527,1822.0,675.0,4.7216,227000.0
10528,2771.0,,7.6486,306700.0
10529,1897.0,1080.0,3.3173,247400.0
10530,1381.0,535.0,5.4617,190300.0
10531,391.0,126.0,5.9177,267600.0
10532,398.0,70.0,4.7222,208300.0
10533,1555.0,488.0,3.6106,196400.0
10534,894.0,297.0,5.0096,221700.0
10535,666.0,276.0,4.125,230200.0
10536,1015.0,385.0,4.9766,267100.0
10537,1025.0,315.0,3.8333,170400.0
10538,527.0,227.0,3.7321,216500.0
10539,687.0,221.0,3.5403,195400.0
10540,1281.0,470.0,3.4954,159500.0
10541,609.0,328.0,2.3935,125000.0
10542,652.0,226.0,6.5284,288700.0
10543,693.0,230.0,7.898,258200.0
10544,1002.0,402.0,4.9743,193500.0
10545,1227.0,439.0,4.9524,226600.0
10546,2049.0,834.0,4.3103,201600.0
10547,1272.0,337.0,5.1952,302100.0
10548,1204.0,412.0,6.1825,336900.0
10549,891.0,316.0,9.5561,411800.0
10550,383.0,133.0,9.3125,293500.0
10551,1116.0,429.0,5.4716,400000.0
10552,,313.0,6.3489,337900.0
10553,676.0,273.0,5.2017,364600.0
10554,1430.0,568.0,6.9399,349600.0
10555,947.0,356.0,9.0055,375400.0
10556,678.0,206.0,13.1107,467600.0
10557,622.0,316.0,5.0258,161800.0
10558,3853.0,1313.0,6.0076,269500.0
10559,1070.0,293.0,7.2532,381500.0
10560,1679.0,498.0,6.8429,372600.0
10561,1213.0,347.0,6.5635,346900.0
10562,506.0,280.0,4.8264,146800.0
10563,1588.0,466.0,6.2556,341300.0
10564,755.0,254.0,6.5764,349000.0
10565,625.0,230.0,4.4375,334100.0
10566,3946.0,1451.0,5.6441,313000.0
10567,956.0,319.0,9.9071,500001.0
10568,1076.0,374.0,6.7528,459600.0
10569,833.0,335.0,5.3738,365100.0
10570,711.0,254.0,9.7956,500001.0
10571,1435.0,496.0,3.3199,188800.0
10572,937.0,294.0,3.8068,158700.0
10573,726.0,183.0,3.875,137500.0
10574,781.0,315.0,4.1287,205800.0
10575,1255.0,433.0,3.7054,169200.0
10576,1682.0,463.0,3.6006,161700.0
10577,1265.0,378.0,3.5855,174300.0
10578,1022.0,296.0,3.6471,141700.0
10579,1230.0,429.0,3.7813,184900.0
10580,1249.0,358.0,4.2937,183200.0
10581,1152.0,356.0,3.7222,187500.0
10582,1343.0,424.0,4.53,193500.0
10583,1333.0,427.0,5.2099,191400.0
10584,1283.0,477.0,3.3516,190000.0
10585,770.0,296.0,5.4217,256000.0
10586,938.0,307.0,,184900.0
10587,1115.0,381.0,4.4784,185200.0
10588,746.0,296.0,2.0227,55000.0
10589,416.0,200.0,3.141,167500.0
10590,1155.0,403.0,,175800.0
10591,817.0,314.0,3.6705,275000.0
10592,1394.0,507.0,4.6477,194700.0
10593,706.0,266.0,2.1432,197500.0
10594,1066.0,346.0,5.197,195700.0
10595,1173.0,337.0,4.5774,182100.0
10596,893.0,228.0,4.0288,184000.0
10597,875.0,220.0,4.6964,183100.0
10598,1247.0,378.0,4.75,185600.0
10599,1001.0,373.0,5.1237,240000.0
10600,730.0,417.0,1.4803,137500.0
10601,1275.0,448.0,3.9375,187000.0
10602,679.0,282.0,4.3333,239300.0
10603,301.0,100.0,2.1991,191100.0
10604,966.0,257.0,2.8438,162500.0
10605,429.0,185.0,2.315,182100.0
10606,585.0,260.0,4.0812,241700.0
10607,967.0,409.0,7.2893,293500.0
10608,609.0,211.0,3.75,232500.0
10609,784.0,290.0,5.2336,235600.0
10610,719.0,263.0,5.3649,243600.0
10611,575.0,235.0,5.3986,318700.0
10612,523.0,216.0,7.875,351900.0
10613,991.0,357.0,5.2897,
10614,661.0,261.0,4.675,215400.0
10615,1360.0,504.0,2.9861,218600.0
10616,1040.0,299.0,3.4338,195200.0
10617,762.0,276.0,2.5,143800.0
10618,1191.0,463.0,2.9076,177300.0
10619,866.0,496.0,3.6435,119100.0
10620,353.0,185.0,4.5,173300.0
10621,615.0,370.0,3.0263,162500.0
10622,1549.0,582.0,1.9127,175000.0
10623,771.0,240.0,5.3836,229600.0
10624,1037.0,332.0,5.7519,243400.0
10625,755.0,389.0,3.0893,188200.0
10626,693.0,228.0,3.3594,202100.0
10627,1302.0,345.0,5.6409,190900.0
10628,835.0,386.0,3.0465,148900.0
10629,1237.0,237.0,3.3472,168000.0
10630,778.0,303.0,2.6563,155000.0
10631,1216.0,369.0,3.3438,186600.0
10632,516.0,174.0,5.5867,182500.0
10633,1822.0,326.0,1.7935,162500.0
10634,1220.0,362.0,3.3008,193800.0
10635,,527.0,2.4732,165800.0
10636,247.0,151.0,3.6375,133900.0
10637,1888.0,423.0,3.055,157800.0
10638,1017.0,476.0,4.2188,176300.0
10639,1413.0,391.0,6.5945,277300.0
10640,759.0,479.0,3.5333,114400.0
10641,2300.0,871.0,3.0214,218400.0
10642,1701.0,824.0,3.6946,
10643,486.0,150.0,7.1472,270100.0
10644,1227.0,401.0,6.4514,270800.0
10645,630.0,194.0,6.9113,285200.0
10646,1291.0,408.0,7.2478,299200.0
10647,1416.0,469.0,6.8268,280300.0
10648,1915.0,592.0,6.6897,289800.0
10649,820.0,241.0,6.9612,274500.0
10650,786.0,234.0,6.4218,275000.0
10651,871.0,322.0,3.7361,201400.0
10652,769.0,456.0,2.425,171700.0
10653,1382.0,546.0,3.343,184600.0
10654,1342.0,454.0,,156900.0
10655,1519.0,708.0,3.3036,183900.0
10656,2026.0,722.0,3.5667,190700.0
10657,1682.0,563.0,3.6417,204300.0
10658,685.0,256.0,5.1784,254000.0
10659,34.0,10.0,5.2949,350000.0
10660,209.0,71.0,4.6806,187500.0
10661,1486.0,635.0,5.9639,262300.0
10662,2138.0,678.0,7.3658,288500.0
10663,1886.0,541.0,6.5843,272200.0
10664,2569.0,759.0,5.6549,301900.0
10665,1997.0,650.0,5.5918,260500.0
10666,811.0,263.0,5.2037,242200.0
10667,1912.0,593.0,5.7951,226900.0
10668,1616.0,494.0,5.7457,240600.0
10669,1203.0,366.0,3.2083,145300.0
10670,1149.0,417.0,3.1534,324400.0
10671,1367.0,677.0,4.6563,162400.0
10672,1766.0,455.0,2.4929,158500.0
10673,1534.0,295.0,3.0227,297100.0
10674,891.0,237.0,5.6573,216000.0
10675,2726.0,674.0,2.7759,200000.0
10676,2197.0,509.0,3.4856,142800.0
10677,971.0,249.0,3.1667,113900.0
10678,1546.0,557.0,5.8243,297900.0
10679,1027.0,324.0,7.0526,327500.0
10680,1050.0,397.0,4.6172,238300.0
10681,1430.0,459.0,5.3339,371700.0
10682,1431.0,480.0,4.0714,278900.0
10683,1769.0,691.0,4.1064,246100.0
10684,1971.0,575.0,6.4265,263700.0
10685,1196.0,359.0,6.5755,272800.0
10686,707.0,219.0,7.0352,299600.0
10687,840.0,265.0,4.625,245700.0
10688,1209.0,347.0,6.0132,259400.0
10689,1787.0,560.0,6.7837,264300.0
10690,1048.0,315.0,6.9308,231700.0
10691,2531.0,827.0,6.2185,280300.0
10692,3521.0,1423.0,5.2131,243900.0
10693,904.0,279.0,,461300.0
10694,2457.0,702.0,6.0591,233500.0
10695,3107.0,1209.0,4.2566,206100.0
10696,95.0,23.0,3.5625,235000.0
10697,1905.0,670.0,6.3303,303000.0
10698,1565.0,698.0,,308800.0
10699,1460.0,416.0,8.0287,371800.0
10700,2054.0,737.0,6.0571,272400.0
10701,671.0,269.0,6.5841,306400.0
10702,2306.0,,4.6315,277500.0
10703,1278.0,389.0,7.0217,357900.0
10704,3822.0,1316.0,6.0829,252600.0
10705,2624.0,934.0,5.3307,169600.0
10706,871.0,234.0,6.6678,301900.0
10707,2923.0,904.0,6.5437,268200.0
10708,,164.0,7.5744,259300.0
10709,1485.0,461.0,7.8537,354900.0
10710,16122.0,5189.0,7.4947,366300.0
10711,2090.0,695.0,6.6536,307800.0
10712,2070.0,619.0,8.1117,410200.0
10713,4160.0,1214.0,8.9088,415300.0
10714,1568.0,438.0,5.6403,233000.0
10715,1350.0,390.0,6.057,235900.0
10716,1189.0,326.0,5.2227,213500.0
10717,1558.0,604.0,5.806,304900.0
10718,676.0,217.0,10.1299,454300.0
10719,1605.0,484.0,10.5981,460100.0
10720,4005.0,1419.0,8.3931,365300.0
10721,1665.0,499.0,7.2554,335600.0
10722,2146.0,633.0,6.1504,266000.0
10723,1663.0,428.0,7.0592,288200.0
10724,826.0,260.0,7.7752,380000.0
10725,1373.0,452.0,9.8074,417000.0
10726,1081.0,341.0,4.3269,231400.0
10727,4409.0,1622.0,6.67,283200.0
10728,2061.0,714.0,7.3681,353100.0
10729,1448.0,468.0,8.7124,410500.0
10730,1496.0,509.0,6.6207,270500.0
10731,1262.0,436.0,6.4415,300700.0
10732,1913.0,741.0,6.7274,266400.0
10733,1400.0,433.0,10.1316,500001.0
10734,954.0,275.0,8.2375,388300.0
10735,1753.0,583.0,6.9544,314000.0
10736,2443.0,739.0,9.1808,413700.0
10737,199.0,64.0,7.1193,500001.0
10738,1666.0,474.0,6.0531,230700.0
10739,4528.0,1064.0,4.2564,204600.0
10740,572.0,149.0,8.847,388700.0
10741,1506.0,449.0,6.925,290300.0
10742,2442.0,780.0,4.7804,242000.0
10743,1467.0,581.0,5.2541,237100.0
10744,789.0,270.0,,286900.0
10745,1962.0,636.0,6.2177,256600.0
10746,1972.0,,5.7871,227400.0
10747,1713.0,530.0,6.0471,248400.0
10748,860.0,286.0,,274000.0
10749,781.0,230.0,6.8667,279600.0
10750,1648.0,496.0,7.5488,278100.0
10751,1695.0,569.0,6.1401,243200.0
10752,2701.0,1125.0,3.929,143100.0
10753,2897.0,891.0,6.2403,257400.0
10754,3086.0,1265.0,4.4063,202200.0
10755,930.0,433.0,4.6369,186400.0
10756,531.0,214.0,5.6346,272500.0
10757,,453.0,6.7921,266000.0
10758,1918.0,671.0,7.5791,288100.0
10759,565.0,170.0,7.2592,314800.0
10760,1172.0,382.0,7.5196,315600.0
10761,692.0,209.0,7.9294,280300.0
10762,1642.0,549.0,8.0082,286600.0
10763,,1922.0,3.7361,197200.0
10764,2025.0,544.0,6.4598,282700.0
10765,1295.0,440.0,6.0689,248000.0
10766,1649.0,538.0,4.0221,236200.0
10767,1646.0,454.0,,303900.0
10768,835.0,259.0,5.5779,234800.0
10769,1555.0,520.0,6.7079,250800.0
10770,1565.0,508.0,5.1645,164100.0
10771,4597.0,1393.0,6.2242,237900.0
10772,1740.0,485.0,6.7543,251900.0
10773,1395.0,427.0,8.4471,351300.0
10774,2197.0,673.0,7.5426,294800.0
10775,1967.0,604.0,5.5085,223300.0
10776,1688.0,467.0,7.7814,288700.0
10777,2985.0,790.0,10.1531,484100.0
10778,1808.0,588.0,8.798,436600.0
10779,810.0,395.0,6.1935,293200.0
10780,3256.0,1439.0,5.4132,216600.0
10781,1293.0,745.0,3.7139,196700.0
10782,985.0,536.0,4.2009,238000.0
10783,1140.0,389.0,6.2899,275000.0
10784,1202.0,734.0,3.4115,184800.0
10785,2717.0,813.0,6.1493,257800.0
10786,2529.0,762.0,6.4114,278700.0
10787,3041.0,839.0,5.826,
10788,1004.0,380.0,5.133,316100.0
10789,1312.0,390.0,8.1611,348000.0
10790,1794.0,541.0,9.6986,357600.0
10791,1185.0,446.0,4.3542,195600.0
10792,703.0,217.0,7.8061,331400.0
10793,1357.0,400.0,5.5545,214200.0
10794,1238.0,354.0,8.0409,337900.0
10795,1003.0,328.0,4.7981,170800.0
10796,1366.0,423.0,4.8906,181800.0
10797,1695.0,710.0,3.7609,222300.0
10798,1345.0,632.0,4.6863,184400.0
10799,943.0,274.0,5.9339,286000.0
10800,650.0,184.0,7.2648,363200.0
10801,133.0,45.0,5.136,447400.0
10802,991.0,390.0,10.0765,378200.0
10803,1862.0,555.0,11.0567,495400.0
