Id,copper,flouride,bacteria,viruses,lead
4177,0.07,0.7,0.11,0.001,0.053
4178,0.07,0.28,0.46,0.006,0.113
4179,0.02,0.47,0.42,0.009,0.087
4180,0.08,1.33,0.37,0.003,0.077
4181,0.1,0.14,0.44,,0.155
4182,0.09,0.59,0.61,0.61,0.008
4183,0.09,0.62,0.35,0.004,0.198
4184,0.0,0.91,0.38,0.008,0.019
4185,0.06,1.4,0.7,0.7,0.115
4186,0.08,0.31,0.84,0.84,0.1
4187,0.09,0.0,0.51,0.51,0.169
4188,0.04,0.45,0.59,0.59,0.053
4189,0.01,0.05,0.3,0.003,0.142
4190,0.06,0.74,0.32,0.005,0.008
4191,0.01,0.95,0.62,0.62,0.021
4192,0.03,1.1,0.38,0.005,0.044
4193,0.02,1.33,0.16,0.003,0.004
4194,0.02,0.33,0.89,0.89,0.048
4195,0.02,1.18,0.71,0.71,0.162
4196,0.06,0.63,0.99,0.99,0.005
4197,0.06,1.15,0.69,0.69,0.121
4198,0.05,0.4,0.59,0.59,0.178
4199,0.02,0.32,0.29,0.008,0.198
4200,0.05,0.65,0.64,0.64,0.12
4201,0.02,0.33,0.58,0.58,0.113
4202,0.05,0.88,0.93,0.93,0.076
4203,0.05,0.66,0.93,0.93,0.155
4204,0.02,0.38,0.84,0.84,0.064
4205,0.08,0.61,0.2,0.001,0.03
4206,0.09,0.21,0.98,0.98,0.01
4207,0.01,1.34,0.48,0.003,0.162
4208,0.08,0.33,0.6,0.6,0.16
4209,0.09,0.11,0.19,0.004,0.133
4210,0.08,0.21,0.54,0.54,0.097
4211,0.04,0.11,0.41,0.0,0.003
4212,0.05,0.52,0.51,0.51,0.125
4213,0.02,0.59,0.85,0.85,0.025
4214,0.01,0.01,0.95,0.95,0.006
4215,0.03,1.41,0.82,0.82,0.023
4216,0.04,1.35,0.27,0.004,0.026
4217,0.08,0.52,0.62,0.62,0.022
4218,0.0,0.98,0.91,0.91,0.187
4219,0.07,1.33,0.55,0.55,0.116
4220,0.01,0.48,0.65,0.65,0.125
4221,0.07,0.25,0.54,0.54,0.023
4222,0.06,0.5,0.89,0.89,0.062
4223,0.02,1.23,0.02,0.006,0.048
4224,0.08,0.92,0.48,0.006,0.037
4225,0.03,1.19,0.27,0.003,0.13
4226,0.08,1.34,0.79,0.79,0.037
4227,0.01,1.05,0.56,0.56,0.174
4228,0.08,1.47,0.9,0.9,0.097
4229,0.01,0.0,0.0,0.003,0.12
4230,0.08,0.07,0.29,0.002,0.155
4231,0.04,0.61,0.53,0.53,0.105
4232,0.02,0.94,0.15,0.008,0.042
4233,0.06,0.28,0.19,0.001,0.059
4234,0.08,0.32,0.01,0.004,0.021
4235,0.03,1.35,1.0,1.0,0.158
4236,0.08,0.08,0.63,,0.044
4237,0.06,0.64,0.46,0.002,0.074
4238,0.05,1.03,0.04,0.007,0.067
4239,0.01,1.4,0.16,0.005,0.164
4240,0.05,1.34,0.72,0.72,0.17
4241,0.03,1.48,0.34,0.004,0.183
4242,0.09,0.69,0.77,0.77,0.11
4243,0.02,1.32,0.62,0.62,0.103
4244,0.06,0.88,0.36,0.005,0.072
4245,0.1,0.61,0.98,0.98,0.076
4246,0.03,1.03,0.01,0.008,0.014
4247,0.09,0.12,0.52,0.52,0.121
4248,0.09,1.43,0.68,0.68,0.089
4249,0.03,0.51,0.57,0.57,0.176
4250,0.08,0.25,0.74,0.74,0.169
4251,0.03,0.93,0.82,0.82,0.175
4252,0.05,0.93,0.83,0.83,0.166
4253,0.02,0.45,0.38,0.009,0.128
4254,0.08,1.18,0.81,0.81,0.075
4255,0.01,1.23,0.0,0.008,0.196
4256,0.02,0.26,0.61,0.61,0.142
4257,0.05,0.9,0.16,0.007,0.037
4258,0.03,0.05,0.45,0.009,0.111
4259,0.02,0.12,0.87,0.87,0.143
4260,0.02,1.25,0.11,0.003,0.014
4261,0.04,0.47,0.74,0.74,0.175
4262,0.02,0.78,0.8,0.8,0.092
4263,0.1,0.57,0.6,0.6,0.146
4264,0.05,0.48,0.29,0.002,0.174
4265,0.07,0.92,0.7,0.7,0.018
4266,0.07,1.23,0.96,0.96,0.142
4267,0.07,0.86,0.37,0.002,0.113
4268,0.09,0.47,0.04,0.007,0.176
4269,0.0,0.45,0.3,0.008,0.197
4270,0.02,0.67,0.68,0.68,0.105
4271,0.01,1.0,0.75,0.75,0.119
4272,0.08,1.06,0.07,0.001,0.147
4273,0.04,0.66,0.68,0.68,0.182
4274,0.09,1.39,0.11,0.0,0.118
4275,0.04,0.95,0.61,0.61,0.16
4276,0.0,1.19,0.09,0.005,0.032
4277,0.03,1.37,0.93,0.93,0.161
4278,0.05,0.91,0.15,0.008,0.05
4279,0.07,1.04,0.76,0.76,0.043
4280,0.09,1.05,0.38,0.003,0.076
4281,0.03,0.95,0.33,0.006,0.072
4282,0.05,1.09,0.34,0.005,0.084
4283,0.09,0.39,0.41,0.006,0.037
4284,0.02,0.28,0.15,0.005,0.097
4285,0.09,0.2,0.44,0.007,0.035
4286,0.04,0.57,0.64,0.64,0.154
4287,0.05,1.36,0.72,0.72,0.161
4288,0.05,0.54,0.2,0.005,0.147
4289,0.04,0.54,0.11,0.005,0.019
4290,0.02,0.06,0.54,0.54,0.081
4291,0.08,1.22,0.52,0.52,0.176
4292,0.05,0.72,0.57,0.57,0.088
4293,0.0,0.3,0.76,0.76,0.022
4294,0.02,0.07,0.32,0.0,0.015
4295,0.03,0.04,0.84,0.84,0.11
4296,0.04,0.76,0.49,0.003,0.109
4297,0.01,0.61,0.78,0.78,0.146
4298,0.04,0.86,0.1,0.005,0.191
4299,0.05,1.13,0.81,0.81,0.017
4300,0.07,0.78,0.22,0.005,0.053
4301,0.05,0.02,0.49,0.007,0.194
4302,0.03,0.73,0.9,0.9,0.024
4303,0.05,1.31,0.13,0.009,0.068
4304,0.02,1.47,0.97,0.97,0.166
4305,0.02,0.04,0.46,0.007,0.046
4306,0.08,0.71,0.66,0.66,0.014
4307,0.0,1.06,0.69,0.69,0.011
4308,0.07,1.13,0.5,0.5,0.03
4309,0.08,0.63,0.59,0.59,0.146
4310,0.07,0.36,0.34,0.007,0.114
4311,0.02,1.41,0.34,0.004,0.05
4312,0.03,,0.98,0.98,0.187
4313,0.09,0.03,0.17,0.001,0.067
4314,0.05,1.02,0.39,0.002,0.071
4315,0.05,1.39,0.89,0.89,0.005
4316,0.06,1.01,0.68,0.68,0.198
4317,0.0,1.14,0.77,0.77,0.174
4318,0.03,1.49,0.58,0.58,0.05
4319,0.09,0.98,0.07,0.008,0.107
4320,0.01,0.03,0.23,0.004,0.055
4321,0.02,0.33,0.8,0.8,0.164
4322,0.08,1.35,0.04,0.0,0.139
4323,0.0,0.28,0.7,0.7,0.096
4324,0.05,1.43,0.72,0.72,0.037
4325,0.04,1.24,0.6,0.6,0.061
4326,0.09,1.27,0.23,0.008,0.176
4327,0.0,0.8,0.93,0.93,0.174
4328,0.09,0.73,0.81,0.81,0.155
4329,0.05,1.44,0.13,0.002,0.154
4330,0.1,1.42,0.67,0.67,0.194
4331,0.02,0.27,0.08,0.006,0.131
4332,0.04,0.63,0.44,0.003,0.139
4333,0.04,1.37,0.84,0.84,0.032
4334,0.07,1.44,0.95,0.95,0.162
4335,0.04,0.08,0.69,0.69,0.184
4336,0.05,1.35,0.05,0.008,0.059
4337,0.04,1.02,0.88,0.88,0.032
4338,0.05,0.12,0.63,0.63,0.026
4339,0.08,0.9,0.95,0.95,0.014
4340,0.01,0.72,0.28,0.001,0.028
4341,0.05,0.04,,0.007,0.074
4342,0.01,0.24,0.61,0.61,0.127
4343,0.05,1.33,0.49,0.001,0.031
4344,0.01,1.31,0.64,0.64,0.093
4345,0.06,1.41,0.63,0.63,0.128
4346,0.07,1.25,0.75,0.75,0.076
4347,0.08,0.38,0.04,0.007,0.166
4348,0.09,0.46,0.22,0.001,0.165
4349,0.0,1.01,0.6,0.6,0.04
4350,0.06,0.57,0.82,0.82,0.023
4351,0.06,0.08,0.61,0.61,0.123
4352,0.06,0.63,0.45,0.006,0.142
4353,0.08,1.03,0.4,0.001,0.145
4354,0.09,0.65,0.92,0.92,0.105
4355,0.07,0.69,0.22,0.002,0.054
4356,0.04,0.39,0.05,0.004,0.125
4357,0.07,0.84,0.65,0.65,0.168
4358,0.06,0.7,0.08,0.001,0.144
4359,0.06,1.02,0.04,0.001,0.075
4360,0.0,0.55,0.26,0.006,0.097
4361,0.02,0.05,0.35,0.002,0.102
4362,0.08,0.75,0.38,0.007,0.008
4363,0.03,1.29,0.43,0.006,0.108
4364,0.02,0.94,0.92,0.92,0.011
4365,0.03,0.52,0.49,0.003,0.057
4366,0.01,0.27,0.62,0.62,0.166
4367,0.0,1.07,0.22,0.004,0.089
4368,0.06,1.49,0.11,,0.087
4369,0.07,0.82,0.62,0.62,0.177
4370,0.02,1.14,0.26,0.006,0.18
4371,0.03,1.17,0.43,0.007,0.091
4372,0.07,0.44,0.07,0.007,0.15
4373,0.05,0.02,0.63,0.63,0.042
4374,0.1,0.02,0.22,0.008,0.017
4375,0.1,0.62,0.8,0.8,0.093
4376,0.04,0.33,0.22,0.0,0.061
4377,0.09,0.47,0.67,0.67,0.042
4378,0.05,1.33,0.21,0.007,0.151
4379,0.08,0.78,0.46,0.007,0.082
4380,0.01,0.62,0.02,0.004,0.09
4381,0.07,1.43,0.16,0.009,0.075
4382,0.08,0.21,0.73,0.73,0.111
4383,0.1,1.06,0.89,0.89,0.061
4384,0.0,0.53,0.14,0.008,0.159
4385,0.06,0.11,0.47,0.008,0.058
4386,0.04,,0.25,0.005,0.066
4387,0.03,1.3,0.37,0.001,0.154
4388,0.03,1.16,0.85,0.85,0.114
4389,0.06,0.96,0.45,0.0,0.138
4390,0.1,0.44,0.18,0.0,0.047
4391,0.07,0.58,0.8,0.8,0.112
4392,0.09,0.74,0.13,0.001,0.016
4393,0.1,0.71,0.99,0.99,0.112
4394,0.03,0.49,0.22,0.006,0.151
4395,0.01,0.15,0.37,0.002,0.085
4396,,1.37,0.31,0.002,0.197
4397,0.05,1.48,0.34,0.009,0.031
4398,0.05,0.91,0.66,0.66,0.182
4399,0.03,0.03,0.28,0.0,0.069
4400,0.03,0.05,0.0,0.0,0.054
4401,0.07,0.9,0.0,0.65,0.1
4402,0.0,0.99,0.05,0.003,0.078
4403,0.03,1.08,0.0,0.71,0.016
4404,0.04,0.61,0.0,0.001,0.117
4405,0.02,0.11,0.0,0.67,0.135
4406,0.03,0.33,0.0,0.007,0.021
4407,0.0,0.86,0.0,0.005,0.197
4408,0.08,0.98,0.0,0.002,0.167
4409,0.02,1.24,0.0,0.83,0.109
4410,0.05,1.29,0.04,0.008,0.145
4411,0.07,0.58,0.0,0.52,0.011
4412,0.03,0.09,0.0,0.91,0.103
4413,0.05,1.07,0.0,0.7,0.101
4414,0.06,0.54,0.0,0.009,0.126
4415,0.01,0.62,0.0,0.001,0.017
4416,0.08,1.43,0.0,0.89,0.08
4417,0.06,0.34,0.0,0.85,0.065
4418,0.02,0.99,0.0,0.75,0.071
4419,0.06,0.22,0.0,0.99,0.108
4420,0.03,1.0,0.0,0.92,0.086
4421,0.03,1.46,0.0,0.58,0.061
4422,0.06,0.43,0.0,0.8,0.114
4423,0.01,1.44,0.0,0.56,0.012
4424,0.08,0.29,0.0,0.96,0.167
4425,0.03,1.0,0.0,0.007,0.109
4426,0.09,1.35,0.0,0.002,0.031
4427,0.04,0.53,0.0,0.002,0.11
4428,0.06,0.26,0.0,0.69,0.182
4429,0.04,1.41,0.08,0.006,
4430,0.07,0.87,0.0,0.008,0.079
4431,0.01,0.51,0.0,0.77,0.012
4432,0.01,0.91,0.0,0.005,0.013
4433,0.02,1.24,0.0,0.006,0.193
4434,0.01,0.0,0.0,0.8,0.091
4435,0.05,0.55,0.0,0.002,0.135
4436,0.02,1.24,0.0,0.75,0.124
4437,0.06,0.42,0.0,0.006,0.107
4438,0.1,0.4,0.0,0.004,0.085
4439,0.1,0.34,0.0,0.003,0.146
4440,0.09,0.68,0.0,0.63,0.162
4441,0.0,0.51,0.0,0.86,0.048
4442,0.05,1.2,0.0,0.003,0.082
4443,0.04,1.04,0.0,0.001,0.079
4444,0.06,0.36,0.0,0.008,0.071
4445,0.06,1.42,0.0,0.002,0.103
4446,0.04,1.04,0.08,0.007,0.141
4447,0.1,0.52,0.0,0.002,0.131
4448,0.05,0.14,0.0,0.004,0.069
4449,0.01,0.89,0.0,0.67,0.136
4450,0.1,1.33,0.05,0.001,0.166
4451,0.03,1.2,0.0,0.77,0.112
4452,0.1,0.59,0.0,0.007,0.169
4453,0.06,0.66,0.06,0.008,0.101
4454,0.04,0.9,0.0,0.58,0.093
4455,0.07,0.75,0.0,0.79,0.025
4456,0.07,0.1,0.0,0.84,0.139
4457,0.17,0.15,0.0,0.007,0.184
4458,0.05,1.01,0.0,0.0,0.015
4459,0.1,0.83,0.0,0.77,0.09
4460,0.04,0.03,,0.98,0.068
4461,0.08,1.47,0.05,0.008,0.123
4462,0.06,1.28,0.0,0.008,0.177
4463,,0.45,0.0,0.002,0.149
4464,0.09,0.52,0.0,0.74,0.062
4465,0.09,0.02,0.0,0.76,0.121
4466,0.07,0.14,0.06,0.004,0.086
4467,0.02,0.2,0.0,0.51,0.105
4468,0.04,0.32,0.0,0.65,0.168
4469,0.1,1.09,0.0,0.72,0.137
4470,0.04,0.36,0.0,0.006,0.189
4471,0.07,0.61,0.0,0.52,0.095
4472,,1.13,0.05,0.004,0.053
4473,0.04,0.26,0.07,0.008,0.113
4474,0.08,0.13,0.0,0.79,
4475,0.1,0.32,0.0,0.53,0.175
4476,0.08,1.14,0.0,0.004,0.045
4477,0.07,0.52,0.0,0.007,0.146
4478,0.1,0.22,0.0,0.008,0.085
4479,0.08,1.21,0.0,0.83,0.105
4480,0.07,0.5,0.1,0.008,0.036
4481,0.04,0.28,0.0,0.53,0.182
4482,0.08,0.43,0.0,0.007,0.033
4483,0.07,0.3,0.0,0.004,0.162
4484,0.09,0.32,0.0,0.002,0.11
4485,0.02,0.58,0.0,0.96,0.191
4486,0.09,0.68,0.0,0.006,0.127
4487,0.04,0.86,0.0,0.64,0.032
4488,0.07,0.01,0.0,0.76,0.052
4489,0.0,1.09,0.0,0.57,0.101
4490,0.1,1.16,0.0,0.79,0.049
4491,0.04,0.69,0.0,0.82,0.053
4492,0.08,1.29,0.0,0.86,0.047
4493,0.04,0.66,0.0,0.58,0.071
4494,0.02,0.86,0.0,0.87,0.019
4495,0.06,1.25,0.0,0.7,0.129
4496,0.03,0.69,0.0,0.55,0.153
4497,0.04,0.62,0.0,0.006,0.137
4498,0.03,0.68,0.0,0.006,0.053
4499,0.03,1.48,0.0,0.75,0.147
4500,0.02,0.76,0.0,0.51,0.086
4501,0.07,1.42,0.0,1.0,0.082
4502,0.02,0.97,0.0,0.006,0.12
4503,0.03,0.73,0.0,0.0,0.003
4504,0.05,1.49,0.0,0.58,0.16
4505,0.1,0.08,0.0,0.51,0.025
4506,0.02,1.21,0.0,0.001,0.015
4507,0.07,0.87,0.0,0.67,0.18
4508,0.07,1.29,0.0,0.82,0.072
4509,0.08,0.89,0.09,0.005,0.184
4510,0.08,0.73,0.0,0.53,0.132
4511,0.06,1.21,0.0,0.65,0.042
4512,0.03,1.18,0.0,0.75,0.092
4513,0.09,0.26,0.0,0.009,0.023
4514,0.09,1.01,0.0,0.008,0.045
4515,0.09,0.5,0.0,0.7,0.136
4516,0.1,0.29,0.0,0.78,0.185
4517,0.04,0.42,0.0,0.75,0.07
4518,0.1,0.25,0.02,0.0,0.083
4519,0.02,0.76,0.0,0.57,0.155
4520,0.08,0.89,0.0,0.55,0.164
4521,0.04,0.66,0.09,0.008,0.17
4522,0.07,1.06,0.0,0.82,0.12
4523,0.05,0.16,0.0,0.003,0.043
4524,0.07,0.04,0.0,0.76,0.198
4525,0.09,1.27,0.08,0.008,0.194
4526,0.09,0.43,0.04,0.003,0.089
4527,0.09,1.38,0.0,0.003,0.191
4528,0.06,0.5,0.0,0.005,0.044
4529,0.01,1.27,0.0,0.61,0.087
4530,0.07,1.12,0.1,0.001,0.108
4531,0.04,1.29,0.0,0.62,0.122
4532,0.01,1.43,0.0,0.71,0.061
4533,0.02,0.52,0.0,0.003,0.088
4534,0.03,0.53,0.0,0.96,0.158
4535,0.08,0.74,0.0,0.5,0.074
4536,0.05,0.93,0.0,0.5,0.07
4537,0.09,0.01,0.0,0.5,0.148
4538,0.08,0.92,0.0,0.006,0.172
4539,0.07,0.32,0.0,0.006,0.041
4540,0.09,1.39,0.07,0.006,0.176
4541,0.04,1.33,0.0,0.59,0.136
4542,0.05,0.07,0.0,0.79,0.164
4543,0.02,0.61,0.0,1.0,0.038
4544,0.01,0.24,0.0,0.005,0.005
4545,0.08,0.98,0.0,0.004,0.181
4546,0.02,0.36,0.0,0.78,0.159
4547,0.07,0.48,0.0,0.001,0.05
4548,0.1,1.06,0.0,0.008,0.103
4549,0.05,0.37,0.0,0.98,0.156
4550,0.05,1.39,0.0,0.87,0.047
4551,0.08,0.85,,0.004,0.034
4552,0.02,0.09,0.0,0.83,0.138
4553,0.09,0.59,0.07,0.008,0.159
4554,0.07,1.4,0.0,0.003,0.102
4555,0.01,1.16,0.0,0.51,0.044
4556,0.08,1.46,0.0,0.004,0.113
4557,0.02,1.03,0.0,0.009,0.137
4558,0.03,0.65,0.09,0.006,0.034
4559,0.09,0.22,0.0,0.69,0.064
4560,0.04,0.28,0.0,0.52,0.197
4561,0.06,0.44,0.0,0.68,0.157
4562,0.07,0.7,0.01,0.0,0.008
4563,0.08,0.79,0.0,0.73,0.059
4564,0.0,0.82,0.0,0.005,0.037
4565,0.09,1.44,0.0,0.003,0.092
4566,0.04,1.5,0.0,0.79,0.118
4567,0.07,1.39,0.0,0.8,0.116
4568,0.0,1.44,0.07,0.005,0.06
4569,0.0,1.19,0.0,0.7,0.157
4570,0.05,0.78,0.0,0.61,0.038
4571,0.1,1.19,0.0,0.001,0.194
4572,0.04,1.34,0.0,0.003,0.095
4573,0.0,0.96,0.0,0.004,0.062
4574,0.07,1.0,0.0,0.67,0.182
4575,0.02,0.74,0.05,0.003,0.075
4576,0.07,1.43,0.0,0.92,0.04
4577,0.1,0.59,0.0,0.007,0.024
4578,0.1,1.33,0.0,0.006,0.164
4579,0.07,1.04,0.0,1.0,0.105
4580,0.08,0.8,0.0,0.004,0.124
4581,0.05,1.43,0.0,0.58,0.144
4582,0.06,1.0,0.0,0.005,0.152
4583,0.08,1.41,0.0,0.74,0.119
4584,0.05,0.19,0.0,0.72,0.089
4585,0.07,1.04,0.08,0.001,0.064
4586,0.09,1.19,0.0,0.001,0.079
4587,0.08,0.4,0.02,0.002,0.125
4588,0.07,1.45,0.0,0.58,0.067
4589,0.08,1.23,0.0,0.56,0.049
4590,0.08,1.43,0.0,0.003,
4591,0.06,0.82,0.0,0.7,0.122
4592,0.05,1.42,0.0,0.007,0.177
4593,0.07,1.37,0.09,0.008,0.042
4594,0.1,0.49,0.0,0.007,0.185
4595,0.01,0.23,0.0,0.93,0.164
4596,0.05,1.26,0.0,0.75,0.102
4597,0.05,1.26,0.0,0.007,0.152
4598,0.07,1.19,0.0,0.72,0.1
4599,0.09,0.95,0.0,0.004,0.011
4600,0.06,0.88,0.0,0.001,0.032
4601,0.04,1.32,0.0,0.85,0.192
4602,,0.66,0.0,0.76,0.11
4603,0.03,0.7,0.0,0.77,0.172
4604,0.02,0.17,0.0,0.66,0.124
4605,0.08,0.45,0.0,0.003,0.185
4606,0.03,0.87,0.0,0.001,0.033
4607,0.05,0.82,0.0,0.008,0.088
4608,0.05,1.27,0.0,0.82,0.041
4609,,1.25,0.0,0.6,0.164
4610,0.02,1.16,0.0,0.98,0.191
4611,0.03,0.97,0.0,,0.051
4612,0.08,0.36,0.0,0.007,0.187
4613,0.06,0.78,0.0,0.89,0.101
4614,0.03,0.84,0.0,0.006,0.007
4615,0.07,0.37,0.0,0.79,0.085
4616,0.08,1.3,0.0,0.73,0.086
4617,0.07,0.15,0.0,0.91,0.01
4618,0.0,0.14,0.0,0.51,0.032
4619,0.02,0.9,0.0,0.51,0.13
4620,0.04,,0.0,0.99,0.096
4621,0.01,0.82,0.0,0.004,0.093
4622,0.1,0.64,0.1,0.002,0.124
4623,0.0,0.65,0.0,0.008,0.011
4624,0.06,0.54,0.0,0.001,0.124
4625,0.05,0.8,0.0,0.97,0.1
4626,0.07,0.76,0.0,0.003,0.092
4627,0.02,0.21,0.0,0.61,0.059
4628,0.04,0.81,0.0,0.87,0.15
4629,0.01,0.04,0.08,0.005,0.078
4630,0.02,0.62,0.0,0.92,0.112
4631,0.02,0.12,0.0,0.74,0.135
4632,0.09,0.68,0.05,0.008,0.092
4633,0.0,1.33,0.0,1.0,0.065
4634,0.04,0.94,,0.002,0.135
4635,0.1,1.48,0.0,0.005,0.135
4636,0.04,0.79,0.0,0.002,0.014
4637,0.04,0.33,0.0,0.5,0.18
4638,0.06,1.3,0.0,0.008,0.08
4639,0.04,1.05,0.0,0.83,0.184
4640,0.05,0.14,0.0,0.66,0.144
4641,0.07,1.06,0.0,0.63,0.171
4642,0.09,1.44,0.0,,0.1
4643,0.06,0.66,,,0.123
4644,0.05,1.28,0.0,0.93,
4645,0.05,1.49,0.0,0.99,0.03
4646,0.01,1.09,0.0,0.008,0.089
4647,0.02,0.97,0.0,0.004,0.199
4648,0.0,0.13,0.0,0.0,0.076
4649,0.06,0.03,0.1,0.001,0.137
4650,0.1,1.11,0.0,0.93,0.097
4651,0.03,0.63,0.0,0.91,0.139
4652,0.06,1.43,0.0,0.75,0.166
4653,0.05,0.52,0.0,0.59,0.152
4654,0.07,0.96,0.0,0.001,0.021
4655,0.05,0.63,0.0,0.003,0.007
4656,0.1,0.45,0.0,0.79,0.198
4657,0.0,0.48,0.0,0.62,0.147
4658,0.09,0.87,0.0,0.61,0.174
4659,0.0,0.58,0.0,0.5,0.106
4660,0.03,0.13,0.0,0.008,0.019
4661,0.05,1.16,0.0,0.005,0.067
4662,0.05,1.19,0.0,0.86,0.132
4663,0.07,0.57,0.0,0.007,0.153
4664,0.02,0.28,0.0,0.0,0.137
4665,0.01,1.4,0.0,0.95,
4666,0.06,1.43,0.0,0.004,0.188
4667,0.09,1.29,0.0,0.64,0.18
4668,0.08,1.35,0.0,0.003,0.113
4669,0.09,0.88,0.0,0.68,0.113
4670,0.03,1.31,0.0,0.57,0.109
4671,0.0,0.67,0.0,0.65,0.155
4672,0.06,0.75,0.0,0.66,0.099
4673,0.03,1.28,0.0,0.96,0.04
4674,0.08,0.29,0.0,0.78,0.112
4675,0.07,0.36,0.0,0.84,0.07
4676,0.1,0.82,0.0,0.9,0.154
4677,0.1,1.09,0.0,0.77,0.158
4678,0.1,0.24,0.0,0.007,0.027
4679,0.06,1.43,0.0,0.007,0.152
4680,0.08,1.47,0.0,,0.154
4681,0.01,1.07,0.0,0.96,0.119
4682,0.01,0.42,0.0,0.003,0.115
4683,0.05,1.06,0.0,0.007,0.069
4684,0.01,0.15,0.0,0.72,0.013
4685,0.03,1.35,0.0,0.006,0.13
4686,0.06,1.16,0.0,0.87,0.126
4687,0.04,0.07,0.0,0.77,0.042
4688,0.06,1.29,0.0,0.56,0.026
4689,0.05,0.55,0.0,0.78,0.118
4690,0.02,0.22,0.0,0.008,0.163
4691,0.05,0.63,0.0,0.004,0.162
4692,0.02,0.59,0.0,0.65,0.194
4693,0.09,0.77,0.0,0.003,0.062
4694,0.04,0.53,0.0,0.66,0.088
4695,0.06,0.5,0.0,0.5,0.196
4696,0.04,1.4,0.0,0.56,0.013
4697,0.07,1.19,0.0,0.61,0.164
4698,0.01,0.83,0.0,0.68,0.153
4699,0.02,0.79,0.0,0.59,0.119
4700,0.03,0.92,0.0,0.93,0.075
4701,0.01,0.57,0.0,0.005,0.065
4702,0.05,0.59,0.0,0.008,0.03
4703,0.04,0.36,0.0,0.002,0.06
4704,0.01,0.07,0.0,0.006,0.075
4705,0.09,0.46,0.0,0.004,0.105
4706,0.03,1.01,0.0,0.008,0.052
4707,0.0,0.32,0.0,0.64,0.044
4708,0.08,1.31,0.0,0.64,0.154
4709,0.09,0.73,0.0,0.92,0.057
4710,0.04,1.09,0.0,0.75,0.085
4711,0.03,0.62,0.0,0.65,0.044
4712,0.02,0.06,0.0,0.58,0.035
4713,0.08,0.44,0.0,0.002,0.136
4714,0.03,1.07,0.0,0.004,0.099
4715,0.09,1.3,0.0,0.89,0.02
4716,0.03,0.4,0.0,0.003,0.144
4717,0.08,0.95,0.0,0.003,0.178
4718,0.05,1.34,0.0,0.62,0.062
4719,0.08,0.21,0.0,0.005,0.106
4720,0.04,0.85,0.0,0.56,0.096
4721,0.06,0.24,0.0,0.001,
4722,0.05,0.05,0.0,0.002,0.018
4723,0.01,1.25,0.0,0.002,0.156
4724,0.09,0.34,0.0,0.001,0.08
4725,0.1,0.75,0.0,0.92,0.142
4726,0.06,0.37,0.0,0.53,0.075
4727,0.07,0.38,0.09,0.006,0.083
4728,0.02,1.45,0.0,0.84,0.14
4729,0.09,0.45,0.03,0.005,0.049
4730,0.01,1.22,0.0,0.006,0.101
4731,0.08,0.03,0.0,0.73,0.138
4732,0.05,0.77,0.0,0.77,0.019
4733,0.03,1.35,,0.69,0.02
4734,0.01,0.4,0.0,0.002,0.09
4735,0.08,0.74,0.0,0.005,0.112
4736,0.02,1.38,0.0,0.68,0.198
4737,0.05,0.88,0.0,0.59,0.118
4738,0.02,0.68,0.0,0.005,0.108
4739,0.04,0.86,0.0,0.003,0.007
4740,0.03,0.03,0.0,0.62,0.024
4741,0.04,0.36,0.0,0.004,0.02
4742,0.09,0.72,0.0,0.007,0.02
4743,0.05,0.11,0.0,0.71,0.09
4744,0.02,0.9,0.0,0.79,0.199
4745,0.09,1.47,0.0,,0.065
4746,0.01,0.1,0.0,0.002,0.033
4747,0.04,1.29,0.0,0.001,0.134
4748,0.01,0.79,0.0,0.7,0.122
4749,0.01,1.11,0.0,0.008,0.052
4750,0.05,0.75,0.0,0.95,0.162
4751,0.09,1.24,0.0,0.001,0.197
4752,0.07,1.01,0.03,0.006,0.013
4753,0.02,1.39,0.0,0.001,0.02
4754,0.03,1.29,0.0,0.005,0.016
4755,0.09,0.04,0.0,0.002,0.028
4756,0.03,0.24,0.0,0.59,0.051
4757,0.08,0.72,0.0,0.008,0.011
4758,0.08,0.76,0.0,0.004,0.082
4759,0.02,0.63,0.0,0.97,0.017
4760,0.09,0.5,0.09,0.006,0.18
4761,0.08,0.84,0.0,0.004,0.043
4762,0.07,1.26,0.03,0.003,0.079
4763,0.06,0.55,0.0,0.58,0.127
4764,0.05,1.36,0.0,0.001,0.06
4765,0.07,0.25,0.04,0.003,0.135
4766,0.03,0.79,0.0,0.89,0.07
4767,0.03,1.18,0.0,0.007,0.112
4768,0.06,0.65,0.0,0.95,0.148
4769,0.07,0.01,0.0,0.75,0.153
4770,0.02,0.96,0.0,0.002,0.132
4771,0.01,0.66,,0.7,0.126
4772,0.03,0.83,0.0,0.8,0.194
4773,0.08,0.78,0.0,0.55,0.17
4774,0.02,0.08,0.1,0.008,0.172
4775,0.07,0.14,0.0,0.006,0.183
4776,0.04,1.08,0.0,0.001,0.189
4777,0.05,0.82,0.0,0.74,0.197
4778,0.09,0.33,0.0,0.007,0.062
4779,0.04,0.4,0.0,0.74,0.012
4780,0.04,1.08,0.0,0.002,0.15
4781,0.03,1.29,0.0,0.002,0.01
4782,0.04,1.35,0.0,0.85,0.1
4783,0.0,1.42,0.0,0.006,0.182
4784,0.06,0.31,0.01,0.007,0.19
4785,0.09,0.03,0.0,0.6,0.193
4786,0.09,1.48,0.0,0.57,
4787,0.02,0.11,0.0,0.85,0.101
